1551116142, IBI,label
16.250744,0.890666,0
17.078907,0.828163,0
17.985198,0.906291,0
18.750858,0.76566,0
19.625898,0.87504,0
20.485313,0.859414,0
21.422856,0.937543,0
22.157264,0.734409,0
22.954176,0.796911,0
23.844841,0.890666,0
24.704256,0.859414,0
25.67305,0.968794,0
26.579342,0.906291,0
27.501259,0.921917,0
28.376299,0.87504,0
29.251339,0.87504,0
30.126379,0.87504,0
31.001419,0.87504,0
31.876459,0.87504,0
32.767125,0.890666,0
33.673416,0.906291,0
34.579708,0.906291,0
35.470374,0.890666,0
36.392291,0.921917,0
37.267331,0.87504,0
38.064242,0.796911,0
38.908031,0.843789,0
39.783071,0.87504,0
40.673737,0.890666,0
41.564403,0.890666,0
42.48632,0.921917,0
43.408237,0.921917,0
44.330154,0.921917,0
45.267697,0.937543,0
46.20524,0.937543,0
47.142783,0.937543,0
48.095952,0.953169,0
48.955366,0.859414,0
49.892909,0.937543,0
50.7992,0.906291,0
51.721117,0.921917,0
52.643035,0.921917,0
53.596203,0.953169,0
54.439992,0.843789,0
55.346283,0.906291,0
56.268201,0.921917,0
57.190118,0.921917,0
58.065158,0.87504,0
58.940198,0.87504,0
59.877741,0.937543,0
60.721529,0.843789,0
61.59657,0.87504,0
62.487235,0.890666,0
63.377901,0.890666,0
64.159187,0.781286,0
65.034227,0.87504,0
65.893641,0.859414,0
66.690553,0.796911,0
67.534341,0.843789,0
68.393756,0.859414,0
69.237544,0.843789,0
70.081333,0.843789,0
70.956373,0.87504,0
71.893916,0.937543,0
72.784582,0.890666,0
73.706499,0.921917,0
74.644042,0.937543,0
75.472205,0.828163,0
76.331619,0.859414,0
77.175408,0.843789,0
78.019196,0.843789,0
78.909862,0.890666,0
79.628645,0.718783,0
80.472434,0.843789,0
81.238094,0.76566,0
82.035005,0.796911,0
82.785039,0.750034,0
83.628828,0.843789,0
84.53512,0.906291,0
85.347657,0.812537,0
86.222697,0.87504,0
87.097737,0.87504,1
88.004028,0.906291,1
88.863443,0.859414,1
89.754108,0.890666,1
90.676026,0.921917,1
91.64482,0.968794,1
92.488609,0.843789,1
93.379274,0.890666,1
94.285566,0.906291,1
