x,distance,y,z,label
-9,1.414213562,3,61,0
-9,1,2,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-8,1,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,0,3,62,0
-9,0,3,62,0
-9,1.414213562,3,62,0
-9,1.414213562,2,61,0
-9,1,3,62,0
-9,0,3,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,1.414213562,2,61,0
-9,0,3,62,0
-9,1,3,62,0
-8,1.414213562,3,62,0
-9,1,3,61,0
-9,1.414213562,3,62,0
-8,1,3,61,0
-9,0,3,61,0
-9,1.732050808,3,61,0
-8,1.414213562,2,62,0
-9,1,2,61,0
-9,1.732050808,3,61,0
-8,1.414213562,2,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,1.414213562,3,61,0
-8,1.414213562,3,62,0
-9,1,2,62,0
-9,1,3,62,0
-9,1.732050808,2,62,0
-8,1,3,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,1.414213562,3,62,0
-9,1,2,61,0
-9,1,3,61,0
-9,1,2,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,2,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,1.414213562,3,62,0
-9,1,2,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-8,1,3,62,0
-8,1.414213562,3,61,0
-9,1.414213562,3,62,0
-9,1,2,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,1.414213562,2,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,1.414213562,2,62,0
-9,1,3,61,0
-9,1,3,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,1.414213562,2,62,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,2,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,1,3,62,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,2,61,0
-9,1,3,61,0
-9,1,2,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,1.414213562,3,62,0
-9,1,2,61,0
-9,1,3,61,0
-9,1,2,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,1.414213562,3,61,0
-9,1,2,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,1.414213562,2,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,2,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,1.414213562,3,62,0
-9,1.414213562,2,61,0
-9,1,3,62,0
-9,1.414213562,3,61,0
-9,1,2,62,0
-9,1,3,62,0
-9,1.414213562,3,61,0
-9,1.414213562,2,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,0,3,62,0
-9,1.414213562,3,62,0
-9,1,2,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,1.414213562,2,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,1.414213562,3,61,0
-9,1,2,62,0
-9,1,2,61,0
-9,0,3,61,0
-9,1.414213562,3,61,0
-9,1.414213562,2,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,1,3,62,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,1.414213562,2,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,1.414213562,2,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,1,3,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,0,3,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,1,3,62,0
-9,1.414213562,2,62,0
-9,0,3,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,1.414213562,3,62,0
-9,1.414213562,2,61,0
-9,1.414213562,3,62,0
-9,0,2,61,0
-9,1,2,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,1.414213562,3,62,0
-9,1,2,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,1,3,62,0
-9,1.414213562,3,61,0
-9,0,2,62,0
-9,1,2,62,0
-9,1.414213562,3,62,0
-9,1,2,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,1.414213562,3,61,0
-9,1.414213562,2,62,0
-9,0,3,61,0
-9,1.414213562,3,61,0
-9,1.414213562,2,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,1.414213562,3,61,0
-9,1.414213562,2,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,1.414213562,3,62,0
-9,1,2,61,0
-9,1,3,61,0
-9,1,2,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,2,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,1.414213562,3,61,0
-9,1.414213562,2,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,2,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-10,1.414213562,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,1,3,62,0
-9,0,3,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,1.414213562,3,61,0
-9,1,2,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,1,2,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,1.414213562,2,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,1.414213562,3,62,0
-9,1,2,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,1.414213562,2,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,0,3,62,0
-9,0,3,62,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,2,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,1,2,61,0
-9,1,2,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,1.414213562,3,61,0
-9,1,2,62,0
-9,1.414213562,2,61,0
-9,1,3,62,0
-9,0,3,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,1.414213562,2,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,1.414213562,3,62,0
-9,1,2,61,0
-9,1,3,61,0
-9,1.414213562,3,62,0
-9,1.414213562,2,61,0
-9,1,3,62,0
-9,1,2,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,1.414213562,2,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,0,3,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,2,62,0
-9,0,3,62,0
-9,1.414213562,3,62,0
-9,1,2,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,1,3,61,0
-9,1.414213562,2,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,1.414213562,3,62,0
-9,1.414213562,2,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,1.414213562,2,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,1.414213562,3,61,0
-9,1,2,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,0,3,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,1,2,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,1.414213562,3,61,0
-9,1,2,62,0
-9,0,3,62,0
-9,0,3,62,0
-9,1,3,62,0
-9,1.414213562,2,62,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,0,2,61,0
-9,1,2,61,0
-9,1.414213562,3,61,0
-9,1,2,62,0
-9,1,3,62,0
-9,0,3,61,0
-9,0,3,61,0
-9,1,3,61,0
-9,1,3,62,0
-9,1,3,61,0
-9,1.732050808,3,62,0
-10,1.414213562,2,61,0
-9,1.414213562,3,61,0
-8,1,3,62,0
-9,1.414213562,3,62,0
-10,0,3,61,0
-10,0,3,61,0
-10,1,3,61,0
-10,1,3,62,0
-10,0,3,61,0
-10,0,3,61,0
-10,1,3,61,0
-10,1.414213562,3,62,0
-11,0,3,61,0
-11,0,3,61,0
-11,0,3,61,0
-11,1,3,61,0
-11,1.414213562,2,61,0
-11,1.414213562,3,60,0
-12,2.236067977,2,60,0
-12,2.236067977,3,62,0
-11,3.16227766,3,60,0
-11,1.732050808,4,63,0
-12,1.414213562,3,62,0
-11,1,3,61,0
-11,1,3,62,0
-11,1.414213562,3,61,0
-12,0,2,61,0
-12,1,2,61,0
-11,1.414213562,2,61,0
-12,0,3,61,0
-12,1.414213562,3,61,0
-11,1,2,61,0
-12,1,2,61,0
-12,1.414213562,3,61,0
-11,1,2,61,0
-11,1.414213562,2,62,0
-12,1,2,61,0
-11,1.414213562,2,61,0
-10,1,3,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,1,2,61,0
-11,1.414213562,2,61,0
-10,1,2,62,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,1,2,61,0
-11,1,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,2,2,61,0
-8,1,2,61,0
-8,5.099019514,2,62,0
-13,1.414213562,2,61,0
-12,2.236067977,3,61,0
-10,0,2,61,0
-10,1,2,61,0
-11,0,2,61,0
-11,1.414213562,2,61,0
-10,1,3,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,1,2,61,0
-11,1,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,1,2,61,0
-11,1,2,61,0
-10,1,2,61,0
-10,0,2,62,0
-10,1,2,62,0
-10,0,2,61,0
-10,1,2,61,0
-10,0,2,62,0
-10,1,2,62,0
-10,1,2,61,0
-10,1,2,62,0
-10,1,2,61,0
-10,1,2,62,0
-10,1,2,61,0
-10,1,2,62,0
-10,1,2,61,0
-10,1,2,62,0
-10,1,2,61,0
-10,1,2,62,0
-10,1,2,61,0
-10,1,2,62,0
-10,0,2,61,0
-10,1,2,61,0
-10,1,2,62,0
-10,0,2,61,0
-10,1,2,61,0
-11,1,2,61,0
-10,0,2,61,0
-10,1,2,61,0
-11,1,2,61,0
-11,1.414213562,2,62,0
-10,1,2,61,0
-11,0,2,61,0
-11,1,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,1,2,61,0
-10,1,2,62,0
-10,0,2,61,0
-10,1,2,61,0
-11,1.414213562,2,61,0
-10,1.414213562,2,62,0
-11,0,2,61,0
-11,1,2,61,0
-10,1,2,61,0
-10,1.414213562,2,62,0
-11,1,2,61,0
-10,0,2,61,0
-10,1,2,61,0
-11,1,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,1,2,61,0
-11,0,2,61,0
-11,1.414213562,2,61,0
-10,1,2,62,0
-9,2.236067977,2,62,0
-11,1,2,61,0
-10,1.414213562,2,61,0
-9,1.414213562,2,62,0
-10,0,2,61,0
-10,0,2,61,0
-10,1,2,61,0
-10,0,2,62,0
-10,0,2,62,0
-10,1,2,62,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,1,2,61,0
-10,1,2,62,0
-10,0,2,61,0
-10,1,2,61,0
-9,2,2,61,0
-11,0,2,61,0
-11,1,2,61,0
-10,2.236067977,2,61,0
-11,2.236067977,2,63,0
-12,2.236067977,2,61,0
-10,1,2,62,0
-10,1,2,61,0
-11,0,2,61,0
-11,1.414213562,2,61,0
-10,1,2,62,0
-10,0,2,61,0
-10,1,2,61,0
-11,2.236067977,2,61,0
-9,1.414213562,2,62,0
-10,1,2,61,0
-11,1,2,61,0
-10,1,2,61,0
-9,0,2,61,0
-9,1,2,61,0
-10,1.414213562,2,61,0
-9,0,2,62,0
-9,1.414213562,2,62,0
-10,1.414213562,2,61,0
-9,1,1,61,0
-9,1,2,61,0
-10,1,2,61,0
-9,1,2,61,0
-9,1,2,62,0
-9,0,2,61,0
-9,1,2,61,0
-9,0,2,62,0
-9,1,2,62,0
-9,1,2,61,0
-9,1,2,62,0
-9,1.414213562,2,61,0
-10,1,2,62,0
-10,1,2,61,0
-9,1,2,61,0
-9,0,2,62,0
-9,1,2,62,0
-9,1,2,61,0
-9,1,2,62,0
-9,0,2,61,0
-9,1,2,61,0
-9,1,2,62,0
-9,0,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,1,2,61,0
-10,0,2,61,0
-10,1,2,61,0
-10,1,2,62,0
-10,1,2,61,0
-10,0,2,62,0
-10,1.414213562,2,62,0
-9,1,2,61,0
-10,1,2,61,0
-9,1,2,61,0
-10,1.414213562,2,61,0
-9,1,2,62,0
-9,1,2,61,0
-10,1.414213562,2,61,0
-9,1,2,62,0
-9,0,2,61,0
-9,1,2,61,0
-9,1.414213562,2,62,0
-10,0,2,61,0
-10,1.414213562,2,61,0
-9,1,2,62,0
-9,1,2,61,0
-10,1,2,61,0
-10,1,2,62,0
-10,1,2,61,0
-10,1,2,62,0
-9,1,2,62,0
-10,1,2,62,0
-9,1,2,62,0
-9,0,2,61,0
-9,1.414213562,2,61,0
-10,1,2,62,0
-9,1,2,62,0
-9,1,2,61,0
-10,1,2,61,0
-9,1,2,61,0
-10,0,2,61,0
-10,1.414213562,2,61,0
-9,1.414213562,2,62,0
-10,0,2,61,0
-10,1,2,61,0
-9,0,2,61,0
-9,1,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,1,2,61,0
-10,1,2,62,0
-10,1,2,61,0
-9,1.414213562,2,61,0
-10,0,2,62,0
-10,1,2,62,0
-10,1.414213562,2,61,0
-9,1,2,62,0
-9,1,2,61,0
-10,1.414213562,2,61,0
-9,0,2,62,0
-9,1,2,62,0
-9,1.414213562,2,61,0
-10,1,2,62,0
-9,1.414213562,2,62,0
-10,0,2,61,0
-10,1,2,61,0
-9,1,2,61,0
-9,1.414213562,2,62,0
-10,0,2,61,0
-10,1.414213562,2,61,0
-9,1.414213562,2,62,0
-10,1,2,61,0
-9,1,2,61,0
-9,1.414213562,2,62,0
-10,1.414213562,2,61,0
-9,1,2,62,0
-9,1,2,61,0
-10,1,2,61,0
-9,0,2,61,0
-9,1,2,61,0
-10,0,2,61,0
-10,1,2,61,0
-10,0,2,62,0
-10,1,2,62,0
-10,0,2,61,0
-10,1,2,61,0
-10,1,2,62,0
-10,1,2,61,0
-10,1,2,62,0
-10,0,2,61,0
-10,0,2,61,0
-10,1,2,61,0
-10,1,2,62,0
-10,0,2,61,0
-10,1,2,61,0
-10,1.414213562,2,62,0
-9,1.414213562,2,61,0
-10,1,2,62,0
-10,1,2,61,0
-10,0,2,62,0
-10,1,2,62,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,1,2,61,0
-9,1,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,1.414213562,2,61,0
-9,1.414213562,2,62,0
-10,0,2,61,0
-10,1.414213562,2,61,0
-9,1.414213562,2,62,0
-10,0,2,61,0
-10,1,2,61,0
-9,1,2,61,0
-10,1,2,61,0
-10,1,2,62,0
-9,1,2,62,0
-9,1,2,61,0
-10,1,2,61,0
-9,1,2,61,0
-9,0,2,62,0
-9,1,2,62,0
-10,1,2,62,0
-10,0,2,61,0
-10,1.414213562,2,61,0
-9,1.414213562,2,62,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,1,2,61,0
-9,1,2,61,0
-9,0,2,62,0
-9,1,2,62,0
-9,1.414213562,2,61,0
-10,1,2,62,0
-10,0,2,61,0
-10,0,2,61,0
-10,1,2,61,0
-10,1,2,62,0
-10,0,2,61,0
-10,1,2,61,0
-10,1,2,62,0
-10,0,2,61,0
-10,1,2,61,0
-10,1,2,62,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,1,2,61,0
-10,1.414213562,2,62,0
-9,0,2,61,0
-9,1.414213562,2,61,0
-10,1,2,62,0
-10,0,2,61,0
-10,1,2,61,0
-9,1,2,61,0
-10,1,2,61,0
-10,1,2,62,0
-10,1,2,61,0
-9,0,2,61,0
-9,1.414213562,2,61,0
-10,1,2,62,0
-10,0,2,61,0
-10,1.414213562,2,61,0
-9,1.414213562,2,62,0
-10,0,2,61,0
-10,1,2,61,0
-10,1.414213562,2,62,0
-9,1,2,61,0
-10,1.414213562,2,61,0
-9,1.414213562,2,62,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,1,2,61,0
-10,1,2,62,0
-10,1,2,61,0
-10,1,2,62,0
-10,1,2,61,0
-9,1,2,61,0
-10,0,2,61,0
-10,0,2,61,0
-10,1,2,61,0
-10,1,2,62,0
-10,0,2,61,0
-10,1,2,61,0
-10,1,2,62,0
-10,0,2,61,0
-10,1,2,61,0
-9,1,2,61,0
-10,1,2,61,0
-9,1,2,61,0
-9,1,2,62,0
-10,1,2,62,0
-10,1,2,61,0
-10,1,2,62,0
-9,1,2,62,0
-9,0,2,61,0
-9,0,2,61,0
-9,1,2,61,0
-10,0,2,61,0
-10,1,2,61,0
-10,1,2,62,0
-10,1.414213562,2,61,0
-9,1.414213562,2,62,0
-10,1,2,61,0
-9,1,2,61,0
-10,1.414213562,2,61,0
-9,0,2,62,0
-9,1,2,62,0
-9,1,2,61,0
-9,0,2,62,0
-9,0,2,62,0
-9,0,2,62,0
-9,0,2,62,0
-9,1,2,62,0
-9,0,2,61,0
-9,1,2,61,0
-10,1.414213562,2,61,0
-9,0,2,62,0
-9,1.414213562,2,62,0
-10,0,2,61,0
-10,1,2,61,0
-10,1.414213562,2,62,0
-9,0,2,61,0
-9,1,2,61,0
-10,0,2,61,0
-10,1.414213562,2,61,0
-9,1.414213562,2,62,0
-10,1,2,61,0
-9,1,2,61,0
-9,0,2,62,0
-9,1,2,62,0
-9,0,2,61,0
-9,1,2,61,0
-9,0,2,62,0
-9,1,2,62,0
-9,0,2,61,0
-9,0,2,61,0
-9,1,2,61,0
-10,1.414213562,2,61,0
-9,0,2,62,0
-9,1.414213562,2,62,0
-10,1.414213562,2,61,0
-9,0,2,62,0
-9,1,2,62,0
-9,0,2,61,0
-9,0,2,61,0
-9,1,2,61,0
-10,1.414213562,2,61,0
-9,0,2,62,0
-9,1,2,62,0
-9,1.414213562,2,61,0
-10,1.414213562,2,62,0
-9,1,2,61,0
-10,1,2,61,0
-10,0,2,62,0
-10,1,2,62,0
-9,0,2,62,0
-9,1,2,62,0
-10,0,2,62,0
-10,1.414213562,2,62,0
-9,0,2,61,0
-9,1.414213562,2,61,0
-10,1,2,62,0
-9,1.414213562,2,62,0
-10,0,2,61,0
-10,1,2,61,0
-10,1,2,62,0
-9,1,2,62,0
-9,1,2,61,0
-10,1.414213562,2,61,0
-9,1.414213562,2,62,0
-10,0,2,61,0
-10,1,2,61,0
-9,1,2,61,0
-10,1.414213562,2,61,0
-9,0,2,62,0
-9,1.414213562,2,62,0
-10,1,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,1,2,61,0
-9,1.414213562,2,62,0
-10,1,2,61,0
-9,1,2,61,0
-9,1.414213562,2,62,0
-10,1.414213562,2,61,0
-9,0,2,62,0
-9,0,2,62,0
-9,1,2,62,0
-9,0,2,61,0
-9,0,2,61,0
-9,1,2,61,0
-9,0,2,62,0
-9,0,2,62,0
-9,1,2,62,0
-9,0,2,61,0
-9,1,2,61,0
-9,0,2,62,0
-9,1.414213562,2,62,0
-10,1.414213562,2,61,0
-9,1,2,62,0
-9,0,2,61,0
-9,0,2,61,0
-9,1,2,61,0
-9,0,2,62,0
-9,0,2,62,0
-9,0,2,62,0
-9,1,2,62,0
-10,1,2,62,0
-10,1,2,61,0
-9,1,2,61,0
-9,1,2,62,0
-9,1,2,61,0
-9,1,2,62,0
-9,1,2,61,0
-9,1,2,62,0
-9,1,2,61,0
-9,1.414213562,2,62,0
-10,1,2,61,0
-9,1,2,61,0
-9,0,2,62,0
-9,0,2,62,0
-9,0,2,62,0
-9,1,2,62,0
-9,0,2,61,0
-9,0,2,61,0
-9,1.414213562,2,61,0
-10,1,2,62,0
-9,1,2,62,0
-9,1,2,61,0
-9,1,2,62,0
-9,1,2,61,0
-9,0,2,62,0
-9,1.414213562,2,62,0
-10,1,2,61,0
-9,1,2,61,0
-9,1.414213562,2,62,0
-10,1,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,1,2,61,0
-9,1,2,62,0
-10,1,2,62,0
-9,1,2,62,0
-9,0,2,61,0
-9,0,2,61,0
-9,1,2,61,0
-9,0,2,62,0
-9,1,2,62,0
-9,0,2,61,0
-9,0,2,61,0
-9,0,2,61,0
-9,1,2,61,0
-9,1,2,62,0
-9,0,2,61,0
