eda,label
4,0
0,0
0.842609,0
1.189907,0
1.355168,0
1.374377,0
1.38206,0
1.392305,0
1.389743,0
1.388463,0
1.389743,0
1.393585,0
1.396146,0
1.391024,0
1.392305,0
1.389743,0
1.388463,0
1.392305,0
1.396146,0
1.396146,0
1.393585,0
1.396146,0
1.391024,0
1.388463,0
1.38206,0
1.369254,0
1.367974,0
1.373096,0
1.378218,0
1.38078,0
1.379499,0
1.38206,0
1.38078,0
1.379499,0
1.384621,0
1.389743,0
1.391024,0
1.388463,0
1.383341,0
1.38078,0
1.383341,0
1.383341,0
1.378218,0
1.38078,0
1.378218,0
1.378218,0
1.378218,0
1.384621,0
1.383341,0
1.379499,0
1.38078,0
1.38206,0
1.383341,0
1.385902,0
1.376938,0
1.378218,0
1.376938,0
1.38078,0
1.38078,0
1.38206,0
1.384621,0
1.388463,0
1.389743,0
1.392305,0
1.387182,0
1.393585,0
1.398707,0
1.397427,0
1.394866,0
1.387182,0
1.383341,0
1.385902,0
1.384621,0
1.383341,0
1.375657,0
1.375657,0
1.376938,0
1.376938,0
1.370535,0
1.369254,0
1.367974,0
1.369254,0
1.351327,0
1.350046,0
1.351327,0
1.339802,0
1.348765,0
1.351327,0
1.344924,0
1.33724,0
1.347485,0
1.35901,0
1.361571,0
1.355168,0
1.357729,0
1.364132,0
1.357729,0
1.338521,0
1.338521,0
1.342363,0
1.346204,0
1.338521,0
1.350046,0
1.351327,0
1.347485,0
1.344924,0
1.342363,0
1.350046,0
1.347485,0
1.351327,0
1.344924,0
1.343643,0
1.348765,0
1.346204,0
1.344924,0
1.338521,0
1.339802,0
1.343643,0
1.346204,0
1.339802,0
1.339802,0
1.343643,0
1.343643,0
1.343643,0
1.341082,0
1.339802,0
1.334679,0
1.33724,0
1.33596,0
1.332118,0
1.330838,0
1.33724,0
1.33724,0
1.33596,0
1.330838,0
1.329557,0
1.333399,0
1.329557,0
1.330838,0
1.325715,0
1.329557,0
1.329557,0
1.323154,0
1.330838,0
1.326996,0
1.325715,0
1.319313,0
1.323154,0
1.323154,0
1.321874,0
1.319313,0
1.318032,0
1.315471,0
1.315471,0
1.319313,0
1.319313,0
1.31419,0
1.318032,0
1.311629,0
1.31419,0
1.316751,0
1.309068,0
1.307788,0
1.31291,0
1.311629,0
1.31291,0
1.306507,0
1.305226,0
1.305226,0
1.306507,0
1.302665,0
1.298824,0
1.294982,0
1.297543,0
1.294982,0
1.292421,0
1.279615,0
1.275774,0
1.275774,0
1.277054,0
1.279615,0
1.278335,0
1.274493,0
1.273212,0
1.275774,0
1.277054,0
1.274493,0
1.275774,0
1.274493,0
1.278335,0
1.271932,0
1.269371,0
1.269371,0
1.26809,0
1.270651,0
1.270651,0
1.264248,0
1.264248,0
1.269371,0
1.264248,0
1.262968,0
1.261687,0
1.256565,0
1.261687,0
1.260407,0
1.259126,0
1.252723,0
1.259126,0
1.255285,0
1.252723,0
1.242479,0
1.238637,0
1.238637,0
1.239918,0
1.241198,0
1.238637,0
1.230954,0
1.228393,0
1.233515,0
1.233515,0
1.232235,0
1.225832,0
1.225832,0
1.228393,0
1.228393,0
1.227112,0
1.223271,0
1.228393,0
1.227112,0
1.219429,0
1.22071,0
1.224551,0
1.224551,0
1.22071,0
1.215587,0
1.209184,0
1.207904,0
1.207904,0
1.207904,0
1.210465,0
1.205343,0
1.211746,0
1.210465,0
1.210465,0
1.207904,0
1.202782,0
1.214307,0
1.227112,0
1.225832,0
1.227112,0
1.22199,0
1.225832,0
1.227112,0
1.224551,0
1.219429,0
1.22199,0
1.223271,0
1.22071,0
1.216868,0
1.22071,0
1.223271,0
1.225832,0
1.225832,0
1.22071,0
1.216868,0
1.22199,0
1.228393,0
1.218148,0
1.216868,0
1.218148,0
1.22071,0
1.216868,0
1.211746,0
1.214307,0
1.214307,0
1.219429,0
1.22071,0
1.215587,0
1.214307,0
1.214307,0
1.216868,0
1.218148,0
1.210465,0
1.210465,0
1.210465,0
1.215587,0
1.214307,0
1.215587,0
1.213026,0
1.210465,0
1.206623,0
1.210465,0
1.211746,0
1.204062,0
1.202782,0
1.206623,0
1.205343,0
1.200221,0
1.200221,0
1.205343,0
1.201501,0
1.200221,0
1.196379,0
1.195098,0
1.191257,0
1.197659,0
1.197659,0
1.193818,0
1.191257,0
1.189976,0
1.191257,0
1.192537,0
1.187415,0
1.182293,0
1.182293,0
1.183573,0
1.186134,0
1.184854,0
1.178451,0
1.181012,0
1.183573,0
1.178451,0
1.173329,0
1.170768,0
1.168207,0
1.172048,0
1.170768,0
1.172048,0
1.168207,0
1.164365,0
1.169487,0
1.172048,0
1.166926,0
1.161804,0
1.163084,0
1.164365,0
1.164365,0
1.159243,0
1.15412,0
1.15284,0
1.15412,0
1.15412,0
1.151559,0
1.151559,0
1.150279,0
1.150279,0
1.151559,0
1.15284,0
1.146437,0
1.151559,0
1.148998,0
1.147718,0
1.148998,0
1.142595,0
1.140034,0
1.143876,0
1.143876,0
1.147718,0
1.138754,0
1.136193,0
1.141315,0
1.138754,0
1.136193,0
1.132351,0
1.134912,0
1.137473,0
1.137473,0
1.137473,0
1.134912,0
1.134912,0
1.133631,0
1.134912,0
1.134912,0
1.13107,0
1.128509,0
1.133631,0
1.134912,0
1.132351,0
1.127229,0
1.125948,0
1.12979,0
1.125948,0
1.119545,0
1.122106,0
1.122106,0
1.122106,0
1.116984,0
1.115704,0
1.110581,0
1.113142,0
1.115704,0
1.118265,0
1.120826,0
1.124668,0
1.13107,0
1.141315,0
1.147718,0
1.141315,0
1.132351,0
1.133631,0
1.157962,0
1.160523,0
1.15284,0
1.146437,0
1.15412,0
1.151559,0
1.143876,0
1.140034,0
1.136193,0
1.137473,0
1.136193,0
1.13107,0
1.133631,0
1.128509,0
1.128509,0
1.128509,0
1.125948,0
1.123387,0
1.119545,0
