eda,label
1.120826,0
1.119545,0
1.115704,0
1.113142,0
1.118265,0
1.118265,0
1.116984,0
1.114423,0
1.110581,0
1.111862,0
1.111862,0
1.111862,0
1.113142,0
1.10802,0
1.113142,0
1.113142,0
1.10674,0
1.105459,0
1.104179,0
1.10674,0
1.10802,0
1.101617,0
1.101617,0
1.100337,0
1.102898,0
1.104179,0
1.100337,0
1.097776,0
1.101617,0
1.104179,0
1.105459,0
1.099056,0
1.096495,0
1.095215,0
1.101617,0
1.100337,0
1.101617,0
1.099056,0
1.099056,0
1.095215,0
1.099056,0
1.097776,0
1.093934,0
1.091373,0
1.095215,0
1.091373,0
1.095215,0
1.091373,0
1.086251,0
1.091373,0
1.087531,0
1.08369,0
1.082409,0
1.081128,0
1.082409,0
1.086251,0
1.08497,0
1.077287,0
1.077287,0
1.078567,0
1.082409,0
1.078567,0
1.076006,0
1.074726,0
1.078567,0
1.074726,0
1.074726,0
1.070884,0
1.070884,0
1.070884,0
1.068323,0
1.065762,0
1.06192,0
1.070884,0
1.069603,0
1.069603,0
1.069603,0
1.063201,0
1.064481,0
1.067042,0
1.06192,0
1.065762,0
1.06192,0
1.059359,0
1.059359,0
1.059359,0
1.06064,0
1.056798,0
1.056798,0
1.059359,0
1.059359,0
1.054237,0
1.050395,0
1.051676,0
1.050395,0
1.051676,0
1.047834,0
1.045273,0
1.03887,0
1.041431,0
1.045273,0
1.041431,0
1.042712,0
1.042712,0
1.031187,0
1.008137,0
0.959475,0
0.941547,0
0.962036,0
1.000453,0
1.06192,0
1.090092,0
1.118265,0
1.138754,0
1.155401,0
1.170768,0
1.170768,0
1.177171,0
1.173329,0
1.173329,0
1.177171,0
1.172048,0
1.165645,0
1.156682,0
1.160523,0
1.159243,0
1.155401,0
1.15412,0
1.155401,0
1.150279,0
1.143876,0
1.146437,0
1.147718,0
1.143876,0
1.146437,0
1.15412,0
1.159243,0
1.155401,0
1.150279,0
1.147718,0
1.146437,0
1.15284,0
1.151559,0
1.145157,0
1.133631,0
1.122106,0
1.123387,0
1.120826,0
1.114423,0
1.111862,0
1.113142,0
1.115704,0
1.113142,0
1.109301,0
1.105459,0
1.101617,0
1.096495,0
1.092654,0
1.095215,0
1.087531,0
1.078567,0
1.072165,0
1.070884,0
1.068323,0
1.067042,0
1.065762,0
1.06064,0
1.054237,0
1.058078,0
1.074726,0
1.092654,0
1.08369,0
1.08497,0
1.081128,0
1.068323,0
1.067042,0
1.065762,0
1.068323,0
1.067042,0
1.059359,0
1.059359,0
1.055517,0
1.059359,0
1.058078,0
1.054237,0
1.056798,0
1.056798,0
1.052956,0
1.051676,0
1.049114,0
1.046553,0
1.043992,0
1.045273,0
1.040151,0
1.041431,0
1.035028,0
1.029906,0
1.033748,0
1.028625,0
1.027345,0
1.026064,0
1.028625,0
1.026064,0
1.022223,0
1.0171,0
1.018381,0
1.023503,0
1.022223,0
1.020942,0
1.013259,0
1.01582,0
1.01582,0
1.0171,0
1.013259,0
1.014539,0
1.008137,0
1.010698,0
1.013259,0
1.009417,0
1.003014,0
1.003014,0
1.004295,0
1.000453,0
0.99405,0
0.99277,0
0.988928,0
0.987648,0
0.983806,0
0.981245,0
0.958195,0
0.955634,0
0.950511,0
0.949231,0
0.959475,0
0.977403,0
0.99277,0
0.979964,0
0.974842,0
0.972281,0
0.959475,0
0.958195,0
0.951792,0
0.951792,0
0.942828,0
0.942828,0
0.944109,0
0.945389,0
0.941547,0
0.986367,0
1.009417,0
1.009417,0
1.008137,0
1.003014,0
1.001734,0
1.013259,0
1.014539,0
0.997892,0
0.991489,0
0.99277,0
0.997892,0
0.997892,0
1.004295,0
1.006856,0
1.003014,0
1.009417,0
1.010698,0
1.022223,1
1.026064,1
1.03887,1
1.041431,1
1.045273,1
1.050395,1
1.06064,1
1.063201,1
1.078567,1
1.097776,1
1.113142,1
1.128509,1
1.146437,1
1.160523,1
1.159243,1
1.156682,1
1.151559,1
1.164365,1
1.174609,1
1.184854,1
1.178451,1
1.183573,1
1.187415,1
1.189976,1
1.196379,1
1.202782,1
1.204062,1
1.205343,1
1.230954,1
1.239918,1
1.234796,1
1.229673,1
1.228393,1
1.227112,1
1.228393,1
1.223271,1
1.223271,1
1.234796,1
1.242479,1
1.224551,1
1.216868,1
1.214307,1
1.228393,1
1.230954,1
1.213026,1
1.24504,1
1.29114,1
1.305226,1
1.320593,1
1.339802,1
1.360291,1
1.367974,1
1.375657,1
1.391024,1
1.40511,1
1.415355,1
1.419196,1
1.417916,1
1.421757,1
1.420477,1
1.411513,1
1.398707,1
1.396146,1
1.387182,1
1.38206,1
1.370535,1
1.369254,1
1.369254,1
1.375657,1
1.369254,1
1.374377,1
1.376938,1
1.367974,1
1.376938,1
1.378218,1
1.374377,1
1.360291,1
1.366693,1
1.365413,1
1.366693,1
1.367974,1
1.328277,1
1.309068,1
1.309068,1
1.334679,1
1.344924,1
1.338521,1
1.343643,1
1.319313,1
1.328277,1
1.333399,1
1.351327,1
1.353888,1
1.357729,1
1.367974,1
1.364132,1
1.367974,1
1.362852,1
1.367974,1
1.356449,1
1.346204,1
1.353888,1
1.360291,1
1.362852,1
1.364132,1
1.361571,1
1.357729,1
1.357729,1
1.356449,1
1.352607,1
1.352607,1
1.351327,1
1.352607,1
1.343643,1
1.351327,1
1.351327,1
1.352607,1
1.352607,1
1.360291,1
1.361571,1
1.356449,1
1.353888,1
1.356449,1
1.357729,1
1.355168,1
1.33596,1
1.343643,1
1.342363,1
1.353888,1
1.351327,1
1.344924,1
1.316751,1
1.321874,1
1.348765,1
1.365413,1
1.362852,1
1.350046,1
1.330838,1
1.31419,1
1.319313,1
1.325715,1
1.302665,1
1.318032,1
1.328277,1
1.339802,1
1.341082,1
1.352607,1
1.365413,1
1.375657,1
1.376938,1
1.367974,1
1.357729,1
1.362852,1
1.374377,1
1.378218,1
1.375657,1
1.367974,1
1.366693,1
1.361571,1
1.361571,1
1.361571,1
1.352607,1
1.356449,1
1.367974,1
1.373096,1
1.375657,1
1.38206,1
1.376938,1
1.371816,1
1.371816,1
1.369254,1
1.365413,1
1.369254,1
1.374377,1
1.374377,1
1.376938,1
1.371816,1
1.374377,1
1.373096,1
1.343643,1
1.369254,1
1.38206,1
1.396146,1
1.397427,1
1.401268,1
1.393585,1
1.393585,1
1.392305,1
1.398707,1
1.407671,1
1.414074,1
1.40383,1
1.40511,1
1.406391,1
1.40383,1
1.401268,1
1.397427,1
1.40383,1
1.415355,1
1.424319,1
1.425599,1
1.437124,1
1.45121,1
1.457613,1
1.456333,1
1.458894,1
1.466577,1
1.441065,1
1.450029,1
1.439784,1
1.447468,1
1.447468,1
1.45259,1
1.45387,1
1.447468,1
1.433382,1
1.428259,1
1.432101,1
1.435943,1
1.43082,1
1.43082,1
1.42954,1
1.444907,1
1.447468,1
1.450029,1
1.456432,1
1.474359,1
1.470518,1
1.460273,1
1.457712,1
1.465395,1
1.455151,1
1.464115,1
1.458993,1
1.438504,1
1.321973,1
1.391123,1
1.441065,1
1.461554,1
1.487165,1
1.510215,1
1.523021,1
1.526862,1
1.54351,1
1.548632,1
1.551193,1
1.549912,1
1.546071,1
1.548632,1
1.555035,1
1.570401,1
1.56784,1
1.580646,1
1.572963,1
1.571682,1
1.575524,1
1.571682,1
1.556315,1
1.548632,1
1.548632,1
1.549912,1
1.556315,1
1.563999,1
1.56784,1
1.587049,1
1.597293,1
1.604977,1
1.592171,1
1.597293,1
1.594732,1
1.592171,1
1.581926,1
1.585768,1
1.584488,1
1.593451,1
1.601135,1
1.604977,1
1.607538,1
1.620343,1
1.630588,1
1.639552,1
1.619063,1
1.616502,1
1.622904,1
1.633149,1
1.636991,1
1.644674,1
1.649796,1
1.631868,1
1.602415,1
1.581926,1
1.579365,1
1.553754,1
1.565279,1
1.587049,1
1.598574,1
1.610099,1
1.603696,1
1.601135,1
1.606257,1
1.615221,1
1.596013,1
1.584488,1
1.583207,1
1.592171,1
1.569121,1
1.558876,1
1.561437,1
1.553754,1
1.54479,1
1.534546,1
1.531985,1
1.535826,1
1.533265,1
1.526862,1
1.519179,1
1.601135,1
1.639552,1
1.686932,1
1.693335,1
1.711263,1
1.685652,1
1.588329,1
1.683091,1
1.72663,1
1.725349,1
1.717666,1
1.725349,1
1.721508,1
1.715105,1
1.715105,1
1.711263,1
1.706141,1
1.689494,1
1.663882,1
1.667724,1
1.686932,1
1.694616,1
1.708702,1
1.718946,1
1.747119,1
1.77273,1
1.782974,1
1.794499,1
1.806024,1
1.812427,1
1.812427,1
1.804744,1
1.788097,1
1.775291,1
1.765047,1
1.74968,1
1.735594,1
1.729191,1
1.72663,1
1.718946,1
1.718946,1
1.708702,1
1.699738,1
1.666443,1
1.636991,1
1.643393,1
1.651077,1
1.648516,1
1.647235,1
1.643393,1
1.638271,1
1.628027,1
1.628027,1
1.625466,1
1.621624,1
1.61394,1
1.619063,1
1.616502,1
1.610099,1
1.610099,1
1.602415,1
1.599854,1
1.593451,1
1.587049,1
1.581926,1
1.570401,1
1.597293,1
1.58961,1
1.594732,1
1.587049,1
1.56784,1
1.525582,1
1.505093,1
1.492287,1
1.483323,1
1.473079,1
1.365512,1
1.387281,1
1.38344,1
1.373195,1
1.380879,1
1.379598,1
1.386001,1
1.393684,1
1.394965,1
1.397526,1
1.391123,1
1.391123,1
1.38472,1
1.38472,1
1.391123,1
1.398806,1
