x,y,z,distance,label
-54,0,36,1,0
-53,0,36,2.449489743,0
-51,-1,37,1.732050808,0
-52,0,38,2.449489743,0
-53,-1,36,1.414213562,0
-52,-1,37,0,0
-52,-1,37,1.414213562,0
-51,-1,38,2.449489743,0
-50,0,40,2.449489743,0
-51,-1,38,2.828427125,0
-53,-1,36,4.358898944,0
-50,0,39,3,0
-52,-1,37,1,0
-53,-1,37,2.236067977,0
-51,-1,38,1.732050808,0
-50,0,39,1.414213562,0
-51,0,38,2.236067977,0
-53,0,37,2.236067977,0
-51,-1,37,1.414213562,0
-51,0,38,1,0
-52,0,38,1,0
-52,0,37,0,0
-52,0,37,1,0
-52,0,38,1,0
-51,0,38,1.414213562,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1,0
-52,-1,37,1,0
-52,0,37,1,0
-52,0,38,0,0
-52,0,38,1,0
-52,0,37,1,0
-52,0,38,1,0
-52,0,37,1,0
-51,0,37,1,0
-52,0,37,1,0
-52,-1,37,1,0
-52,0,37,0,0
-52,0,37,1.414213562,0
-51,0,38,1,0
-52,0,38,1.414213562,0
-53,0,37,2.236067977,0
-51,0,38,1,0
-52,0,38,2,0
-52,0,36,3.16227766,0
-51,0,39,2.449489743,0
-52,-1,37,1,0
-52,0,37,1.732050808,0
-53,-1,36,1.732050808,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1,0
-51,0,37,1,0
-52,0,37,0,0
-52,0,37,1.414213562,0
-51,0,38,1.414213562,0
-52,0,37,1.414213562,0
-51,0,38,3,0
-53,-1,36,1,0
-53,0,36,2.828427125,0
-51,0,38,1,0
-51,0,37,1,0
-52,0,37,0,0
-52,0,37,1,0
-52,0,38,1,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1.414213562,0
-52,-1,38,1.414213562,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1,0
-52,0,38,2,0
-52,0,36,1,0
-52,0,37,0,0
-52,0,37,1,0
-51,0,37,1.414213562,0
-52,0,38,2.449489743,0
-53,-1,36,0,0
-53,-1,36,1.732050808,0
-52,0,37,1,0
-53,0,37,1,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1,0
-52,-1,37,1,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1.414213562,0
-52,-1,36,2.449489743,0
-51,0,38,1.414213562,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1,0
-52,0,38,1,0
-52,0,37,1,0
-51,0,37,1,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1,0
-52,0,38,3.31662479,0
-53,-1,35,2.236067977,0
-53,0,37,1,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1,0
-52,0,38,1.414213562,0
-51,0,37,1,0
-51,0,38,1.414213562,0
-52,0,37,1,0
-52,0,38,1,0
-52,0,37,1,0
-52,0,38,1,0
-52,0,37,0,0
-52,0,37,1,0
-52,0,38,1,0
-52,0,37,1.414213562,0
-51,0,38,2.236067977,0
-53,0,37,1,0
-52,0,37,1.732050808,0
-51,-1,36,1.414213562,0
-52,-1,37,1.414213562,0
-53,0,37,1.414213562,0
-52,0,36,3.16227766,0
-51,0,39,3.31662479,0
-52,-1,36,1.732050808,0
-53,0,37,1.414213562,0
-52,0,38,1,0
-51,0,38,1.732050808,0
-52,-1,37,1.414213562,0
-52,0,38,1,0
-52,0,37,1,0
-52,0,36,1.414213562,0
-51,0,37,1.414213562,0
-52,0,38,2.236067977,0
-53,0,36,1.414213562,0
-52,0,37,0,0
-52,0,37,1.414213562,0
-53,0,36,1.414213562,0
-52,0,37,0,0
-52,0,37,1,0
-51,0,37,1,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1,0
-52,-1,37,1,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1,0
-52,0,36,1,0
-52,0,37,0,0
-52,0,37,1,0
-52,0,36,0,0
-52,0,36,1.414213562,0
-53,0,37,1,0
-52,0,37,0,0
-52,0,37,1.414213562,0
-52,-1,36,1.414213562,0
-52,0,37,1,0
-52,0,36,1.414213562,0
-53,-1,36,1.414213562,0
-52,-1,37,1.414213562,0
-53,-1,36,1,0
-54,-1,36,2.236067977,0
-52,0,36,1,0
-52,-1,36,1,0
-53,-1,36,1,0
-53,0,36,1.414213562,0
-52,0,37,1,0
-52,-1,37,0,0
-52,-1,37,2.828427125,0
-54,-1,35,2.236067977,0
-52,-1,36,1,0
-52,-1,37,1,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1.414213562,0
-53,-1,37,1.414213562,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1,0
-52,0,36,1,0
-53,0,36,0,0
-53,0,36,1.414213562,0
-52,0,37,0,0
-52,0,37,1.732050808,0
-53,-1,36,0,0
-53,-1,36,1.732050808,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1.414213562,0
-53,0,36,1.414213562,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1.414213562,0
-53,0,36,1.414213562,0
-52,0,37,1,0
-52,0,36,0,0
-52,0,36,1,0
-52,0,37,1,0
-52,0,36,0,0
-52,0,36,1,0
-53,0,36,1,0
-53,-1,36,1.732050808,0
-52,0,37,0,0
-52,0,37,1.414213562,0
-53,0,36,1,0
-52,0,36,1,0
-52,0,37,0,0
-52,0,37,1.414213562,0
-53,0,36,1.414213562,0
-52,0,37,1,0
-53,0,37,1,0
-53,0,36,1.414213562,0
-52,0,37,1.414213562,0
-53,0,36,1,0
-53,0,37,1,0
-52,0,37,1.414213562,0
-53,0,36,1,0
-52,0,36,2,0
-54,0,36,1,0
-53,0,36,0,0
-53,0,36,0,0
-53,0,36,1.414213562,0
-52,0,37,1.414213562,0
-53,0,36,1.414213562,0
-52,0,37,1.414213562,0
-53,0,36,1,0
-52,0,36,1,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1,0
-52,0,36,0,0
-52,0,36,1,0
-52,0,37,0,0
-52,0,37,1,0
-52,0,36,1,0
-52,0,37,1,0
-52,0,36,1,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1.414213562,0
-53,0,36,1.414213562,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1.414213562,0
-53,0,36,2.236067977,0
-51,0,37,1,0
-52,0,37,1.414213562,0
-53,0,36,0,0
-53,0,36,0,0
-53,0,36,1.414213562,0
-52,0,37,0,0
-52,0,37,1.732050808,0
-53,-1,36,1,0
-53,0,36,1.414213562,0
-52,0,37,1,0
-52,0,36,0,0
-52,0,36,1.414213562,0
-53,0,37,1,0
-53,0,36,0,0
-53,0,36,0,0
-53,0,36,0,0
-53,0,36,1,0
-52,0,36,1,0
-52,0,37,1.414213562,0
-52,-1,36,1,0
-52,0,36,1,0
-53,0,36,1.414213562,0
-52,0,37,1,0
-52,0,36,1,0
-53,0,36,0,0
-53,0,36,1,0
-52,0,36,1,0
-53,0,36,1,0
-53,-1,36,1.732050808,0
-52,0,37,1.414213562,0
-53,0,36,0,0
-53,0,36,1.414213562,0
-52,0,37,1.414213562,0
-53,0,36,1.414213562,0
-52,0,37,0,0
-52,0,37,3.741657387,0
-54,-1,34,1,0
-55,-1,34,1.414213562,0
-54,-1,35,1.732050808,0
-53,0,36,1,0
-53,0,37,1,0
-53,0,36,1,0
-54,0,36,1,0
-54,0,35,1,0
-53,0,35,1,0
-53,0,36,1,0
-52,0,36,1,0
-53,0,36,1,0
-54,0,36,1,0
-53,0,36,0,0
-53,0,36,1.732050808,0
-52,-1,37,1,0
-52,0,37,0,0
-52,0,37,1.732050808,0
-51,-1,36,2.236067977,0
-53,-1,35,1.414213562,0
-53,0,36,1.414213562,0
-52,0,37,1,0
-53,0,37,2.236067977,0
-53,-1,35,1.414213562,0
-53,0,36,0,0
-53,0,36,1.414213562,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1.414213562,0
-53,0,36,0,0
-53,0,36,1.414213562,0
-52,0,37,1.414213562,0
-53,0,36,0,0
-53,0,36,0,0
-53,0,36,0,0
-53,0,36,1,0
-52,0,36,1,0
-52,0,37,1.414213562,0
-53,0,36,1,0
-53,0,35,2.236067977,0
-52,0,37,0,0
-52,0,37,1.414213562,0
-53,0,36,1.414213562,0
-52,0,37,1.414213562,0
-53,0,36,1.732050808,0
-54,-1,35,5.099019514,0
-50,0,38,1,0
-51,0,38,2.828427125,0
-53,0,36,2.236067977,0
-55,0,35,3.605551275,0
-52,0,37,1,0
-52,0,36,1,0
-52,0,37,1.414213562,0
-53,0,36,0,0
-53,0,36,0,0
-53,0,36,1.414213562,0
-52,0,37,0,0
-52,0,37,1.414213562,0
-53,0,36,0,0
-53,0,36,0,0
-53,0,36,1.414213562,0
-52,0,37,0,0
-52,0,37,1.414213562,0
-53,0,36,1,0
-53,0,37,3.31662479,0
-54,-1,34,3.741657387,0
-52,0,37,0,0
-52,0,37,1,0
-53,0,37,1,0
-53,0,36,1.414213562,0
-52,0,37,1,0
-52,0,36,1,0
-52,0,37,1.414213562,0
-53,0,36,1,0
-53,-1,36,1.732050808,0
-52,0,37,2.236067977,0
-53,0,35,1.732050808,0
-52,-1,36,1,0
-53,-1,36,1,0
-53,0,36,1.414213562,0
-52,-1,36,0,0
-52,-1,36,1.414213562,0
-53,0,36,0,0
-53,0,36,0,0
-53,0,36,0,0
-53,0,36,1.414213562,0
-52,-1,36,1.732050808,0
-53,0,37,1,0
-53,0,36,1,0
-53,0,37,1,0
-53,0,36,1,0
-54,0,36,1,0
-54,-1,36,2.236067977,0
-52,-1,37,1.414213562,0
-53,0,37,2,0
-53,0,35,1,0
-54,0,35,3,0
-52,-1,37,1.414213562,0
-53,-1,36,1.414213562,0
-53,0,37,2.236067977,0
-54,0,35,1.732050808,0
-53,-1,36,1,0
-53,-1,37,1.414213562,0
-53,0,36,0,0
-53,0,36,0,0
-53,0,36,0,0
-53,0,36,0,0
-53,0,36,1,0
-52,0,36,1,0
-52,0,37,1,0
-52,0,36,1,0
-53,0,36,1,0
-53,-1,36,1.732050808,0
-52,0,37,1,0
-53,0,37,2.236067977,0
-54,0,35,1.414213562,0
-53,0,36,1,0
-54,0,36,2.236067977,0
-52,-1,36,1.414213562,0
-52,0,37,1.732050808,0
-53,-1,36,1.414213562,0
-53,0,37,1,0
-52,0,37,1.414213562,0
-53,0,36,1,0
-53,0,37,1,0
-53,0,36,0,0
-53,0,36,1,0
-53,0,37,0,0
-53,0,37,1,0
-53,0,36,0,0
-53,0,36,1.414213562,0
-52,0,37,1.414213562,0
-53,0,36,2.236067977,0
-52,0,38,3.31662479,0
-53,-1,35,1.414213562,0
-53,0,36,1.414213562,0
-54,0,35,4.242640687,0
-51,0,38,2.828427125,0
-53,0,36,1,0
-54,0,36,1,0
-53,0,36,1,0
-52,0,36,1,0
-52,0,37,1.414213562,0
-53,0,36,1,0
-53,0,35,1,0
-53,0,36,1,0
-53,0,37,1.414213562,0
-52,0,36,1,0
-53,0,36,1,0
-53,0,37,2.828427125,0
-51,0,39,4.582575695,0
-53,-1,35,2.236067977,0
-55,-1,34,5.099019514,0
-51,0,37,2,0
-51,0,39,1,0
-51,0,38,4.358898944,0
-54,-1,35,2.449489743,0
-53,0,37,2.449489743,0
-54,-1,35,3,0
-52,0,37,1,0
-52,0,38,1,0
-52,0,37,0,0
-52,0,37,1.732050808,0
-53,-1,36,1,0
-53,0,36,1,0
-53,0,37,1,0
-53,0,36,1,0
-52,0,36,1,0
-52,0,37,1.414213562,0
-53,0,36,1,0
-52,0,36,1,0
-52,0,37,0,0
-52,0,37,1,0
-53,0,37,0,0
-53,0,37,1.414213562,0
-52,0,36,1,0
-52,0,37,1.414213562,0
-53,0,36,1,0
-52,0,36,0,0
-52,0,36,1.414213562,0
-53,-1,36,1,0
-53,0,36,0,0
-53,0,36,1,0
-52,0,36,0,0
-52,0,36,1,0
-53,0,36,0,0
-53,0,36,0,0
-53,0,36,0,0
-53,0,36,0,0
-53,0,36,0,0
-53,0,36,1,0
-53,-1,36,1,0
-53,0,36,1.732050808,0
-54,-1,35,3,0
-52,0,37,0,0
-52,0,37,1,0
-52,0,36,1,0
-53,0,36,0,0
-53,0,36,1,0
-53,-1,36,1.732050808,0
-52,0,37,1.414213562,0
-53,0,36,0,0
-53,0,36,0,0
-53,0,36,1,0
-53,-1,36,1,0
-53,0,36,0,0
-53,0,36,1.414213562,0
-52,-1,36,1.414213562,0
-52,0,37,1.414213562,0
-53,0,36,0,0
-53,0,36,1.414213562,0
-52,0,37,1.732050808,0
-53,-1,36,1,0
-53,0,36,1.414213562,0
-52,0,37,1,0
-52,-1,37,1,0
-52,0,37,1.414213562,0
-53,0,36,1,0
-54,0,36,2.236067977,0
-52,0,37,1.732050808,0
-51,-1,38,1.732050808,0
-52,0,37,1.732050808,0
-53,-1,36,1.414213562,0
-52,0,36,1.732050808,0
-51,-1,37,3.16227766,0
-54,-1,36,1.732050808,0
-53,0,37,1.414213562,0
-54,0,36,2.236067977,0
-53,0,38,2.236067977,0
-52,0,36,1.414213562,0
-53,0,37,0,0
-53,0,37,1,0
-52,0,37,0,0
-52,0,37,1.732050808,0
-53,-1,36,1.732050808,0
-52,0,37,2.828427125,0
-54,0,35,5,0
-50,0,38,1,0
-51,0,38,3.741657387,0
-53,-1,35,2.449489743,0
-52,0,37,1.414213562,0
-53,0,38,2,0
-53,0,36,1,0
-53,0,35,2.236067977,0
-52,0,37,1.414213562,0
-53,0,36,1,0
-53,0,37,1,0
-53,0,36,0,0
-53,0,36,1,0
-52,0,36,1,0
-53,0,36,1.414213562,0
-52,0,37,1.414213562,0
-53,0,36,1.414213562,0
-52,0,37,1.414213562,0
-53,0,36,1,0
-52,0,36,1.414213562,0
-53,0,37,1,0
-53,0,36,0,0
-53,0,36,0,0
-53,0,36,1.414213562,0
-52,0,37,1.414213562,0
-53,0,36,0,0
-53,0,36,1,0
-52,0,36,0,0
-52,0,36,1,0
-53,0,36,0,0
-53,0,36,1,0
-53,0,37,1.414213562,0
-52,0,36,0,0
-52,0,36,1,0
-53,0,36,1,0
-53,0,37,1.414213562,0
-52,0,36,0,0
-52,0,36,1,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1,0
-52,0,36,1,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1.414213562,0
-53,0,36,1.414213562,0
-52,0,37,0,0
-52,0,37,1,0
-52,0,36,1.414213562,0
-53,0,37,1,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1.414213562,0
-53,0,36,0,0
-53,0,36,1.414213562,0
-52,0,37,1,0
-52,-1,37,1.732050808,0
-53,0,36,1.414213562,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1,0
-52,0,36,1,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1,0
-52,-1,37,1,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1,0
-53,0,37,1,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1,0
-53,0,37,1.414213562,0
-52,0,36,1,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1,0
-52,0,38,1,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1,0
-53,0,37,1,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1,0
-52,0,38,1,0
-52,0,37,2.236067977,0
-54,0,36,4.242640687,0
-51,0,39,0,0
-51,0,39,3.31662479,0
-52,-1,36,2.449489743,0
-51,0,38,1,0
-51,0,39,1,0
-50,0,39,2.236067977,0
-52,0,38,0,0
-52,0,38,1.414213562,0
-51,0,37,2,0
-51,0,39,1,0
-51,0,38,1,0
-51,0,39,1,0
-50,0,39,1,0
-50,0,40,1,0
-50,0,39,1,0
-50,0,40,0,0
-50,0,40,3.31662479,0
-51,-1,37,2.236067977,0
-51,0,39,1,0
-50,0,39,0,0
-50,0,39,1,0
-50,0,40,1.732050808,0
-49,-1,41,0,0
-49,-1,41,1.732050808,0
-50,0,40,1,0
-50,-1,40,1,0
-50,0,40,1,0
-49,0,40,1.414213562,0
-50,0,41,1.414213562,0
-50,-1,40,1.414213562,0
-49,0,40,0,0
-49,0,40,1,0
-50,0,40,0,0
-50,0,40,0,0
-50,0,40,1.414213562,0
-49,0,41,0,0
-49,0,41,1.414213562,0
-50,0,40,1,0
-50,-1,40,1,0
-50,0,40,1.414213562,0
-50,-1,41,1.414213562,0
-49,0,41,1,0
-49,0,40,0,0
-49,0,40,1.414213562,0
-50,0,41,1.414213562,0
-49,0,40,1,0
-49,-1,40,1.414213562,0
-49,0,41,1,0
-49,0,40,1,0
-50,0,40,1.414213562,0
-49,0,41,1.414213562,0
-49,-1,40,1.732050808,0
-50,0,41,0,0
-50,0,41,1.414213562,0
-49,0,40,0,0
-49,0,40,1,0
-50,0,40,1.414213562,0
-49,-1,40,1,0
-49,-1,41,1.732050808,0
-50,0,40,0,0
-50,0,40,1.414213562,0
-49,0,41,0,0
-49,0,41,1.732050808,0
-50,-1,40,1.414213562,0
-50,0,41,1,0
-49,0,41,0,0
-49,0,41,1,0
-50,0,41,1,0
-50,0,40,1.414213562,0
-49,-1,40,1.414213562,0
-49,0,41,1.414213562,0
-50,0,40,0,0
-50,0,40,1.414213562,0
-49,0,41,1,0
-49,0,40,1,0
-49,0,41,1,0
-49,0,40,0,0
-49,0,40,1,0
-49,0,41,1.414213562,0
-50,0,40,1,0
-49,0,40,1,0
-49,0,41,0,0
-49,0,41,1,0
-49,0,40,1,0
-49,0,41,0,0
-49,0,41,1.414213562,0
-50,0,40,0,0
-50,0,40,1,0
-50,-1,40,1.414213562,0
-49,0,40,1,0
-49,0,41,1.414213562,0
-50,0,40,1,0
-49,0,40,1,0
-49,0,41,0,0
-49,0,41,1.732050808,0
-50,-1,40,1,0
-50,0,40,1.414213562,0
-49,0,41,1,0
-49,0,40,1,0
-50,0,40,0,0
-50,0,40,1.414213562,0
-49,-1,40,1,0
-49,0,40,1,0
-50,0,40,0,0
-50,0,40,0,0
-50,0,40,0,0
-50,0,40,1.414213562,0
-49,0,41,1,0
-50,0,41,2,0
-50,0,39,1.414213562,0
-49,0,40,1,0
-50,0,40,1.414213562,0
-51,0,39,1,0
-50,0,39,1.414213562,0
-51,0,40,1.414213562,0
-50,0,39,0,0
-50,0,39,1,0
-50,0,40,0,0
-50,0,40,1,0
-50,0,39,1,0
-51,0,39,0,0
-51,0,39,1,0
-50,0,39,1.414213562,0
-51,0,40,1.414213562,0
-50,0,39,0,0
-50,0,39,1,0
-51,0,39,0,0
-51,0,39,1,0
-50,0,39,1,0
-51,0,39,0,0
-51,0,39,1,0
-50,0,39,0,0
-50,0,39,1,0
-51,0,39,1,0
-50,0,39,0,0
-50,0,39,1,0
-51,0,39,1,0
-50,0,39,0,0
-50,0,39,1,0
-51,0,39,0,0
-51,0,39,1,0
-50,0,39,0,0
-50,0,39,1,0
-51,0,39,0,0
-51,0,39,0,0
-51,0,39,1,0
-50,0,39,0,0
-50,0,39,1,0
-50,0,40,1.414213562,0
-51,0,39,1,0
-50,0,39,1,0
-50,0,40,1,0
-50,0,39,0,0
-50,0,39,1,0
-51,0,39,1,0
-50,0,39,0,0
-50,0,39,1,0
-50,0,40,1.414213562,0
-51,0,39,0,0
-51,0,39,1,0
-50,0,39,1,0
-50,0,40,1.414213562,0
-51,0,39,1.414213562,0
-50,0,40,1.414213562,0
-51,0,39,0,0
-51,0,39,1,0
-50,0,39,1,0
-50,0,40,1.414213562,0
-51,0,39,1,0
-50,0,39,1,0
-50,0,40,0,0
-50,0,40,1.414213562,0
-51,0,39,1,0
-50,0,39,1,0
-50,0,40,0,0
-50,0,40,0,0
-50,0,40,1,0
-50,0,39,1,0
-51,0,39,1.414213562,0
-50,0,40,1,0
-50,0,39,1,0
-51,0,39,0,0
-51,0,39,1,0
-51,0,38,1,0
-51,0,39,1,0
-51,0,38,1,0
-51,0,39,1.414213562,0
-52,0,38,1,0
-51,0,38,0,0
-51,0,38,1,0
-52,0,38,1.414213562,0
-51,1,38,1,0
-51,0,38,1,0
-51,-1,38,1,0
-51,-1,39,1.414213562,0
-51,0,38,2.236067977,0
-50,0,40,2.828427125,0
-52,0,38,1.732050808,0
-51,-1,37,1,0
-52,-1,37,1.732050808,0
-53,0,38,2.236067977,0
-51,0,39,1,0
-50,0,39,1,0
-51,0,39,2.449489743,0
-52,-1,37,1,0
-52,0,37,0,0
-52,0,37,0,0
-52,0,37,1.414213562,0
-51,0,38,1,0
-51,0,39,1.414213562,0
-50,-1,39,0,0
-50,-1,39,0,0
-50,-1,39,1.414213562,0
-51,-1,38,1.732050808,0
-52,0,37,1,0
-52,0,38,1.732050808,0
-51,-1,39,1,0
-50,-1,39,1,0
-51,-1,39,1,0
-50,-1,39,1,0
-51,-1,39,1.732050808,0
-50,0,40,0,0
-50,0,40,3.31662479,0
-51,-1,37,1,0
-51,-1,38,2.236067977,0
-50,-1,40,1,0
-50,-1,39,1.732050808,0
-49,0,40,1.732050808,0
-50,-1,39,1.414213562,0
-51,-1,38,3.605551275,0
-51,1,41,2.449489743,0
-50,0,39,2.828427125,0
-52,0,37,5.099019514,0
-49,1,41,2.828427125,0
-51,1,39,2.236067977,0
-50,1,41,1,0
-50,1,40,3.31662479,0
-51,0,37,5.196152423,0
-50,1,42,3.16227766,0
-47,1,43,3.605551275,0
-44,1,45,4.358898944,0
-47,0,42,1,0
-48,0,42,3.741657387,0
-45,1,44,2.449489743,0
-47,2,43,3.741657387,0
-50,1,41,3.741657387,0
-47,2,43,1,0
-47,1,43,1,0
-48,1,43,2,0
-48,1,41,2.236067977,0
-47,1,43,2.236067977,0
-48,3,43,1.414213562,0
-48,2,42,1,0
-49,2,42,2,0
-49,0,42,2.236067977,0
-48,-2,42,2.236067977,0
-48,-3,40,1.414213562,0
-49,-2,40,1.414213562,0
-49,-1,41,0,0
-49,-1,41,1,0
-49,-1,40,1,0
-50,-1,40,1,0
-51,-1,40,1.414213562,0
-50,0,40,1,0
-50,-1,40,1,0
-50,0,40,0,0
-50,0,40,1,0
-50,-1,40,1.414213562,0
-50,-2,39,1.732050808,0
-51,-1,40,1.414213562,0
-50,-1,39,1,0
-50,-1,40,1,0
-50,0,40,1,0
-50,-1,40,1.414213562,0
-51,0,40,4.472135955,0
-49,-4,40,1.414213562,0
-50,-3,40,1,0
-50,-2,40,1,0
-50,-1,40,0,0
-50,-1,40,1.414213562,0
-51,-1,39,1.732050808,0
-50,-2,40,1.414213562,0
-49,-1,40,2.449489743,0
-51,-2,39,1,0
-51,-1,39,1.414213562,0
-50,-1,40,2.236067977,0
-49,1,40,3.31662479,0
-50,-2,41,1,0
-50,-2,40,1,0
-50,-3,40,1.414213562,0
-49,-2,40,1,0
-50,-2,40,1,0
-50,-1,40,0,0
-50,-1,40,1,0
-49,-1,40,1,0
-49,-1,41,0,0
-49,-1,41,1,0
-49,-1,40,1,0
-50,-1,40,0,0
-50,-1,40,1,0
-49,-1,40,0,0
-49,-1,40,1,0
-50,-1,40,1.732050808,0
-49,-2,41,1.414213562,0
-49,-1,40,1,0
-49,-1,41,0,0
-49,-1,41,1.414213562,0
-50,-1,40,0,0
-50,-1,40,1,0
-49,-1,40,1,0
-50,-1,40,1,0
-49,-1,40,3.31662479,0
-50,2,41,4.242640687,0
-49,-2,42,1.414213562,0
-49,-1,41,1.414213562,0
-50,-1,40,0,0
-50,-1,40,2.236067977,0
-48,-1,41,1,0
-49,-1,41,1.414213562,0
-50,-1,40,0,0
-50,-1,40,1,0
-49,-1,40,1,0
-49,-1,41,0,0
-49,-1,41,1.414213562,0
-49,-2,40,2.449489743,0
-48,-1,42,5.099019514,0
-44,0,45,14.24780685,0
-55,1,36,11,0
-46,-1,42,3,0
-46,-4,42,23.53720459,0
-63,-1,26,12.20655562,0
-56,-11,26,21.65640783,0
-48,-2,44,15.93737745,0
-57,-4,31,1.414213562,0
-56,-4,32,6.480740698,0
-52,-3,37,7.681145748,0
-47,0,42,1.732050808,0
-48,-1,41,7.874007874,0
-43,-7,42,9.273618495,0
-44,0,48,9,0
-50,-3,42,1.732050808,0
-49,-2,41,3.605551275,0
-46,-2,43,4.472135955,0
-44,-2,47,3,0
-46,-1,45,4.242640687,0
-46,-4,42,3.741657387,0
-44,-3,45,2,0
-44,-1,45,11.44552314,0
-35,-2,52,8.94427191,0
-43,-2,48,7.810249676,0
-48,-2,42,2.449489743,0
-49,0,43,4.582575695,0
-45,-1,45,9.899494937,0
-40,2,53,3.741657387,0
-39,0,50,22.04540769,0
-56,1,36,5.916079783,0
-53,2,41,15.39480432,0
-40,0,49,8.602325267,0
-47,0,44,2.236067977,0
-48,0,42,1,0
-48,1,42,1.414213562,0
-48,0,41,7.810249676,0
-54,0,36,1.414213562,0
-54,-1,35,1.414213562,0
-53,-1,36,2.236067977,0
-52,-1,38,1.732050808,0
-51,0,39,2.236067977,0
-49,0,40,2.236067977,0
-51,0,39,2.828427125,0
-49,0,41,1,0
-48,0,41,1,0
-48,0,42,1.414213562,0
-47,0,43,1.414213562,0
-48,0,42,0,0
-48,0,42,1.414213562,0
-49,0,41,1,0
-49,-1,41,1.414213562,0
-49,0,42,1,0
-49,0,41,1.732050808,0
-50,-1,40,3,0
-48,0,42,1.414213562,0
-49,0,41,1,0
-49,0,40,1.414213562,0
-49,-1,41,1.414213562,0
-49,0,40,1,0
-49,0,41,0,0
-49,0,41,0,0
-49,0,41,0,0
-49,0,41,0,0
-49,0,41,1,0
-48,0,41,1,0
-49,0,41,0,0
-49,0,41,0,0
-49,0,41,1,0
-50,0,41,1,0
-50,0,40,1.414213562,0
-49,0,41,0,0
-49,0,41,0,0
-49,0,41,0,0
-49,0,41,0,0
-49,0,41,0,0
-49,0,41,0,0
-49,0,41,0,0
-49,0,41,0,0
-49,0,41,0,0
-49,0,41,1,0
-49,0,40,1,0
-49,0,41,1,0
-49,0,42,1,0
-49,0,41,1,0
-49,-1,41,0,0
-49,-1,41,1.414213562,0
-49,0,40,1,0
-49,0,41,1.732050808,0
-48,-1,42,1.732050808,0
-49,0,41,0,0
-49,0,41,0,0
-49,0,41,0,0
-49,0,41,0,0
-49,0,41,0,0
-49,0,41,0,0
-49,0,41,0,0
-49,0,41,1,0
-49,-1,41,1,0
-49,0,41,0,0
-49,0,41,0,0
-49,0,41,0,0
-49,0,41,1,0
-48,0,41,1,0
