x,y,z,distance,label
-56,-2,32,1.414213562,0
-55,-2,33,1.414213562,0
-56,-2,32,0,0
-56,-2,32,1,0
-55,-2,32,0,0
-55,-2,32,1,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,1.414213562,0
-55,-2,33,1,0
-55,-2,32,1,0
-56,-2,32,1.414213562,0
-55,-2,33,0,0
-55,-2,33,1.414213562,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,1.414213562,0
-55,-2,33,1.414213562,0
-56,-2,32,1,0
-55,-2,32,0,0
-55,-2,32,1,0
-56,-2,32,1,0
-55,-2,32,1,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,1,0
-55,-2,32,1,0
-56,-2,32,1,0
-55,-2,32,1,0
-55,-2,33,1.414213562,0
-56,-2,32,1,0
-55,-2,32,0,0
-55,-2,32,1,0
-56,-2,32,0,0
-56,-2,32,1,0
-55,-2,32,0,0
-55,-2,32,1,0
-56,-2,32,1,0
-55,-2,32,0,0
-55,-2,32,1,0
-55,-2,33,1,0
-55,-2,32,1,0
-56,-2,32,1,0
-55,-2,32,1,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,1,0
-55,-2,32,1,0
-56,-2,32,0,0
-56,-2,32,1,0
-55,-2,32,0,0
-55,-2,32,1,0
-55,-2,33,1,0
-55,-2,32,0,0
-55,-2,32,1,0
-56,-2,32,0,0
-56,-2,32,1,0
-55,-2,32,1,0
-56,-2,32,0,0
-56,-2,32,1,0
-55,-2,32,1,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,1,0
-55,-2,32,1,0
-56,-2,32,1,0
-55,-2,32,0,0
-55,-2,32,1,0
-56,-2,32,1.414213562,0
-55,-2,33,1,0
-55,-2,32,1,0
-55,-2,33,1.414213562,0
-56,-2,32,1,0
-55,-2,32,1,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,1.414213562,0
-55,-2,33,1,0
-55,-2,32,1,0
-56,-2,32,0,0
-56,-2,32,1.414213562,0
-55,-1,32,1,0
-55,-2,32,0,0
-55,-2,32,1,0
-56,-2,32,0,0
-56,-2,32,1.414213562,0
-55,-2,33,1.732050808,0
-56,-1,32,1.414213562,0
-55,-2,32,1.732050808,0
-56,-1,33,1.414213562,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-2,32,1.732050808,0
-56,-1,33,1.732050808,0
-55,-2,32,0,0
-55,-2,32,1,0
-56,-2,32,0,0
-56,-2,32,1,0
-55,-2,32,0,0
-55,-2,32,1,0
-55,-2,33,1,0
-55,-2,32,0,0
-55,-2,32,1,0
-55,-2,33,0,0
-55,-2,33,1.414213562,0
-56,-2,32,0,0
-56,-2,32,1,0
-55,-2,32,1,0
-55,-2,33,1.414213562,0
-56,-2,32,1,0
-56,-2,33,1,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1.414213562,0
-56,-2,32,1.414213562,0
-55,-2,33,0,0
-55,-2,33,1,0
-56,-2,33,1.414213562,0
-55,-2,32,1,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-2,32,1,0
-55,-2,33,0,0
-55,-2,33,1.414213562,0
-56,-2,32,1,0
-56,-1,32,1.732050808,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-2,32,0,0
-55,-2,32,1,0
-55,-2,33,1.414213562,0
-56,-2,32,1,0
-55,-2,32,1,0
-55,-2,33,1.414213562,0
-56,-2,32,1,0
-55,-2,32,1,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-2,32,1,0
-56,-2,32,0,0
-56,-2,32,1,0
-55,-2,32,1,0
-55,-2,33,1,0
-56,-2,33,1,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1.414213562,0
-56,-2,32,1,0
-55,-2,32,1,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-2,32,0,0
-55,-2,32,1,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-2,32,1,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-2,32,1,0
-56,-2,32,1,0
-55,-2,32,1,0
-55,-2,33,1.414213562,0
-56,-2,32,1.414213562,0
-55,-2,33,0,0
-55,-2,33,1.414213562,0
-56,-2,32,1.414213562,0
-55,-2,33,0,0
-55,-2,33,1.414213562,0
-55,-1,34,2.449489743,0
-56,-2,32,1,0
-55,-2,32,1.732050808,0
-56,-1,33,1.414213562,0
-56,-2,32,1.414213562,0
-55,-2,33,1,0
-55,-2,34,1,0
-55,-2,33,1.414213562,0
-54,-2,32,2.236067977,0
-56,-2,33,1.414213562,0
-55,-2,32,0,0
-55,-2,32,1,0
-55,-2,33,1.732050808,0
-56,-1,32,1.414213562,0
-55,-1,33,1,0
-55,-2,33,1,0
-56,-2,33,1.414213562,0
-55,-1,33,1,0
-55,-2,33,1,0
-55,-1,33,1,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-1,33,0,0
-55,-1,33,1.414213562,0
-55,-2,32,1.414213562,0
-55,-1,33,1,0
-55,-1,32,1,0
-55,-2,32,1,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1.414213562,0
-56,-2,32,1.414213562,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-2,32,1,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1.414213562,0
-56,-2,32,1.414213562,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-1,33,1,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-2,32,1,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-2,32,0,0
-55,-2,32,1,0
-55,-2,33,1,0
-55,-2,32,0,0
-55,-2,32,0,0
-55,-2,32,0,0
-55,-2,32,1,0
-55,-2,33,1,0
-55,-1,33,1,0
-55,-2,33,1,0
-56,-2,33,1.414213562,0
-55,-2,32,1,0
-56,-2,32,1,0
-55,-2,32,0,0
-55,-2,32,1,0
-55,-2,33,1,0
-55,-2,32,1.414213562,0
-56,-2,33,1.414213562,0
-55,-2,32,0,0
-55,-2,32,1,0
-56,-2,32,0,0
-56,-2,32,1,0
-55,-2,32,0,0
-55,-2,32,1,0
-56,-2,32,1,0
-55,-2,32,0,0
-55,-2,32,1,0
-55,-2,33,1,0
-55,-2,32,1.414213562,0
-56,-2,33,1.414213562,0
-55,-2,32,1,0
-55,-2,33,1.414213562,0
-56,-2,32,0,0
-56,-2,32,1,0
-55,-2,32,1.414213562,0
-56,-2,33,1.414213562,0
-55,-2,32,1,0
-55,-2,33,0,0
-55,-2,33,1.414213562,0
-56,-2,32,1,0
-56,-1,32,1,0
-56,-2,32,0,0
-56,-2,32,1,0
-55,-2,32,1,0
-56,-2,32,1,0
-56,-2,33,1,0
-55,-2,33,1,0
-55,-2,32,0,0
-55,-2,32,0,0
-55,-2,32,0,0
-55,-2,32,1,0
-56,-2,32,0,0
-56,-2,32,1,0
-56,-1,32,1.414213562,0
-55,-2,32,0,0
-55,-2,32,0,0
-55,-2,32,1,0
-55,-1,32,1,0
-55,-2,32,0,0
-55,-2,32,1,0
-56,-2,32,0,0
-56,-2,32,1.414213562,0
-55,-2,33,1,0
-55,-2,32,1,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,2.236067977,0
-54,-2,33,3.605551275,0
-57,-2,31,1.414213562,0
-57,-1,32,2.236067977,0
-55,-2,32,1,0
-55,-2,33,1.414213562,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,1,0
-56,-2,33,1.414213562,0
-56,-1,32,1,0
-56,-2,32,0,0
-56,-2,32,1,0
-56,-1,32,1,0
-56,-2,32,1,0
-56,-2,31,1.414213562,0
-56,-1,32,1,0
-56,-2,32,1,0
-55,-2,32,1,0
-56,-2,32,1,0
-56,-1,32,1.414213562,0
-55,-2,32,1,0
-56,-2,32,0,0
-56,-2,32,1.414213562,0
-57,-2,31,2.236067977,0
-55,-2,32,1.414213562,0
-56,-1,32,1.414213562,0
-56,-2,31,1,0
-56,-2,32,1,0
-56,-1,32,1,0
-56,-2,32,1,0
-56,-2,31,1,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,1,0
-55,-2,32,1.732050808,0
-56,-1,33,2.236067977,0
-56,-2,31,1,0
-56,-2,32,1,0
-56,-2,31,0,0
-56,-2,31,1.414213562,0
-55,-2,32,2.236067977,0
-57,-2,31,1,0
-56,-2,31,2.828427125,0
-54,-2,33,2.236067977,0
-56,-2,32,1,0
-56,-1,32,1,0
-56,-2,32,1.414213562,0
-55,-2,33,1,0
-56,-2,33,1,0
-56,-2,32,1,0
-55,-2,32,0,0
-55,-2,32,1,0
-55,-2,33,0,0
-55,-2,33,1.414213562,0
-55,-1,32,1.414213562,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-2,32,1,0
-56,-2,32,1,0
-55,-2,32,1,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-2,32,0,0
-55,-2,32,1,0
-55,-2,33,1,0
-55,-2,32,1,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1.414213562,0
-56,-2,32,1,0
-55,-2,32,0,0
-55,-2,32,0,0
-55,-2,32,1,0
-55,-2,33,1,0
-55,-2,32,1,0
-55,-2,33,1,0
-55,-1,33,1,0
-55,-2,33,0,0
-55,-2,33,1.414213562,0
-56,-2,32,1.414213562,0
-55,-1,32,1.414213562,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-1,33,1.414213562,0
-55,-2,32,1,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1.414213562,0
-56,-2,32,1,0
-56,-2,33,1,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-2,32,0,0
-55,-2,32,1.414213562,0
-55,-1,33,1,0
-55,-2,33,0,0
-55,-2,33,1.414213562,0
-56,-1,33,1.414213562,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-2,32,0,0
-55,-2,32,1,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-2,32,0,0
-55,-2,32,0,0
-55,-2,32,1.414213562,0
-56,-2,33,1,0
-55,-2,33,0,0
-55,-2,33,1.414213562,0
-55,-1,32,1.414213562,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-2,32,1.414213562,0
-55,-1,33,1,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-1,33,1,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-1,33,1,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-1,33,1,0
-55,-2,33,1,0
-55,-2,32,1,0
-55,-2,33,1,0
-55,-1,33,1,0
-55,-2,33,1,0
-55,-1,33,1,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1.732050808,0
-56,-1,32,1.414213562,0
-55,-1,33,1,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-1,33,1,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-1,33,1,0
-55,-2,33,0,0
-55,-2,33,1.414213562,0
-56,-1,33,0,0
-56,-1,33,1.732050808,0
-55,-2,32,2.236067977,0
-54,-2,34,2.449489743,0
-56,-1,33,2.236067977,0
-54,-2,33,1,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-2,32,1,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-1,33,1,0
-55,-2,33,0,0
-55,-2,33,1.414213562,0
-56,-1,33,1.414213562,0
-55,-2,33,1,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,1,0
-55,-2,33,1,0
-55,-1,33,1,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-1,33,1,0
-55,-2,33,1,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,1,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-1,33,0,0
-55,-1,33,1,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-1,33,0,0
-55,-1,33,1,0
-55,-2,33,1,0
-55,-1,33,1,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-1,33,1,0
-55,-2,33,1,0
-55,-1,33,1,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,1,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-1,33,0,0
-55,-1,33,1,0
-55,-1,32,1.414213562,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-1,33,1,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-1,33,1,0
-56,-1,33,1,0
-55,-1,33,1,0
-55,-2,33,1,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,1,0
-55,-2,33,1,0
-55,-1,33,1.414213562,0
-56,-2,33,1,0
-55,-2,33,0,0
-55,-2,33,1.732050808,0
-56,-1,32,0,0
-56,-1,32,1.732050808,0
-55,-2,33,0,0
-55,-2,33,1.414213562,0
-55,-1,32,1.414213562,0
-56,-2,32,1.414213562,0
-55,-2,33,0,0
-55,-2,33,1.732050808,0
-56,-1,32,1,0
-55,-1,32,1,0
-55,-2,32,1,0
-55,-2,33,1,0
-55,-2,32,1.732050808,0
-56,-1,33,1.732050808,0
-55,-2,32,1,0
-56,-2,32,0,0
-56,-2,32,1.414213562,0
-55,-2,33,1,0
-55,-2,32,0,0
-55,-2,32,1,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,1,0
-55,-2,32,1.414213562,0
-55,-1,33,1,0
-55,-1,32,1.732050808,0
-56,-2,33,1,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,1,0
-55,-2,32,1,0
-56,-2,32,1.732050808,0
-55,-1,33,1.414213562,0
-55,-2,32,1.414213562,0
-56,-1,32,1.732050808,0
-55,-2,33,1.732050808,0
-56,-1,32,1,0
-56,-2,32,1,0
-55,-2,32,0,0
-55,-2,32,1.414213562,0
-55,-1,33,1.414213562,0
-56,-1,32,1.732050808,0
-55,-2,33,1.414213562,0
-56,-2,32,1,0
-56,-2,33,1,0
-55,-2,33,0,0
-55,-2,33,0,0
-55,-2,33,1,0
-55,-1,33,1.414213562,0
-56,-1,32,1,0
-56,-2,32,1,0
-55,-2,32,1,0
-56,-2,32,1.414213562,0
-55,-1,32,1.414213562,0
-56,-2,32,1,0
-55,-2,32,1.414213562,0
-56,-1,32,1.414213562,0
-55,-2,32,1,0
-55,-2,33,1.414213562,0
-56,-2,32,1,0
-56,-1,32,0,0
-56,-1,32,1,0
-56,-2,32,1,0
-55,-2,32,1.414213562,0
-55,-1,33,1.414213562,0
-55,-2,32,1.414213562,0
-56,-1,32,1.732050808,0
-55,-2,33,1.414213562,0
-55,-1,32,1,0
-56,-1,32,1,0
-56,-2,32,1,0
-56,-1,32,1,0
-56,-2,32,1.414213562,0
-55,-1,32,1,0
-56,-1,32,1,0
-56,-2,32,0,0
-56,-2,32,0,0
-56,-2,32,1.414213562,0
-55,-2,33,1.732050808,0
-56,-1,32,0,0
-56,-1,32,0,0
-56,-1,32,1,0
-56,-1,33,1.732050808,0
-55,-2,32,1.414213562,0
-56,-1,32,0,0
-56,-1,32,0,0
-56,-1,32,1.414213562,0
-55,-2,32,1.414213562,0
-56,-1,32,0,0
-56,-1,32,0,0
-56,-1,32,0,0
-56,-1,32,0,0
-56,-1,32,1,0
-55,-1,32,1.414213562,0
-56,-2,32,1,0
-56,-1,32,1,0
-55,-1,32,1,0
-55,-2,32,0,0
-55,-2,32,1.414213562,0
-56,-1,32,1,0
-56,-2,32,0,0
-56,-2,32,1,0
-56,-1,32,1,0
-55,-1,32,0,0
-55,-1,32,1,0
-56,-1,32,1,0
-56,-2,32,0,0
-56,-2,32,1,0
-56,-1,32,0,0
-56,-1,32,0,0
-56,-1,32,0,0
-56,-1,32,0,0
-56,-1,32,1.414213562,0
-55,-2,32,0,0
-55,-2,32,1.414213562,0
-56,-1,32,0,0
-56,-1,32,1,0
-55,-1,32,0,0
-55,-1,32,1,0
-56,-1,32,1,0
-55,-1,32,1.414213562,0
-56,-2,32,1.414213562,0
-55,-1,32,1.414213562,0
-56,-2,32,1,0
-56,-1,32,0,0
-56,-1,32,1.414213562,0
-55,-1,33,1,0
-55,-1,32,1,0
-56,-1,32,1.414213562,0
-55,-2,32,1.414213562,0
-56,-1,32,0,0
-56,-1,32,0,0
-56,-1,32,1,0
-56,-2,32,1.414213562,0
-55,-1,32,1,0
-55,-2,32,1.414213562,0
-56,-1,32,0,0
-56,-1,32,1,0
-56,-2,32,0,0
-56,-2,32,1,0
-56,-1,32,1,0
-56,-2,32,1,0
-56,-1,32,0,0
-56,-1,32,0,0
-56,-1,32,1.414213562,0
-55,-2,32,1.414213562,0
-56,-1,32,1,0
-56,-1,33,1,0
-56,-1,32,0,0
-56,-1,32,0,0
-56,-1,32,0,0
-56,-1,32,0,0
-56,-1,32,0,0
-56,-1,32,0,0
-56,-1,32,0,0
-56,-1,32,1,0
-56,-2,32,1,0
-55,-2,32,1.414213562,0
-56,-1,32,0,0
-56,-1,32,1,0
-55,-1,32,1,0
-56,-1,32,1,0
-56,-2,32,1,0
-55,-2,32,1.414213562,0
-56,-1,32,1,0
-56,-1,33,1,0
-55,-1,33,1,0
-55,-1,32,1,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,1,0
-55,-1,32,1,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,1,0
-55,-2,33,1,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,1.414213562,0
-56,-1,32,1.414213562,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,1,0
-56,-1,33,1,0
-55,-1,33,1.414213562,0
-54,-1,34,1.414213562,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,1,0
-55,-1,34,1,0
-55,-1,33,1,0
-55,-1,34,0,0
-55,-1,34,1,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,0,0
-55,-1,33,1,0
-54,-1,33,2,0
-56,-1,33,2.236067977,0
-54,-1,34,1.414213562,0
-55,-1,33,0,0
-55,-1,33,1.414213562,0
-54,-1,34,1.414213562,0
-55,-1,33,0,0
-55,-1,33,1,0
-55,-1,34,1,0
-55,-1,33,1.414213562,0
-54,-1,34,2.236067977,0
-56,-1,33,2.236067977,0
-54,-1,34,1,0
-55,-1,34,1,0
-55,-1,33,0,0
-55,-1,33,1,0
-54,-1,33,1,0
-55,-1,33,0,0
-55,-1,33,3.605551275,0
-52,-1,35,4.472135955,0
-56,-1,33,1.414213562,0
-55,-1,34,1,0
-54,-1,34,0,0
-54,-1,34,1,0
-55,-1,34,0,0
-55,-1,34,1,0
-54,-1,34,0,0
-54,-1,34,0,0
-54,-1,34,0,0
-54,-1,34,0,0
-54,-1,34,1,0
-55,-1,34,0,0
-55,-1,34,1,0
-54,-1,34,0,0
-54,-1,34,0,0
-54,-1,34,0,0
-54,-1,34,0,0
-54,-1,34,1,0
-54,-1,35,0,0
-54,-1,35,2.236067977,0
-55,-1,33,1,0
-55,-2,33,2.236067977,0
-55,-1,35,1.414213562,0
-54,-1,34,1,0
-54,-1,35,1.732050808,0
-53,-2,36,0,0
-53,-2,36,1.414213562,0
-52,-1,36,1.732050808,0
-51,-2,37,2.236067977,0
-53,-1,37,1.414213562,0
-54,-1,36,1.414213562,0
-53,-2,36,3.741657387,0
-50,-1,38,1.414213562,0
-51,-1,37,2,0
-53,-1,37,1.414213562,0
-54,-1,36,2.236067977,0
-52,-1,37,0,0
-52,-1,37,0,0
-52,-1,37,2.236067977,0
-54,-1,36,1,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,1,0
-54,-1,36,1,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,1,0
-53,-1,35,1,0
-53,-1,36,0,0
-53,-1,36,1,0
-53,-1,35,1,0
-53,-1,36,1.414213562,0
-52,-1,37,1,0
-52,-1,36,1,0
-53,-1,36,1.414213562,0
-52,-1,37,1.414213562,0
-53,-1,36,1,0
-52,-1,36,1,0
-53,-1,36,1,0
-52,-1,36,2.236067977,0
-54,-1,35,1.414213562,0
-53,-1,36,0,0
-53,-1,36,1.414213562,0
-52,-1,37,1.414213562,0
-53,-1,36,1,0
-54,-1,36,1.414213562,0
-53,-1,35,2.828427125,0
-51,-1,37,2.236067977,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,1,0
-53,-1,37,1,0
-53,-1,36,1,0
-52,-1,36,1,0
-53,-1,36,0,0
-53,-1,36,1,0
-52,-1,36,1,0
-53,-1,36,1,0
-54,-1,36,1,0
-53,-1,36,0,0
-53,-1,36,2.236067977,0
-51,-1,37,3.16227766,0
-54,-1,36,1.414213562,0
-53,-1,35,1.414213562,0
-52,-1,36,1,0
-52,-1,37,1.414213562,0
-53,-1,36,1,0
-53,-1,35,1,0
-53,-1,36,1,0
-52,-1,36,1,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,1,0
-52,-1,36,1.414213562,0
-53,-1,35,1,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,1,0
-52,-1,36,1,0
-53,-1,36,0,0
-53,-1,36,1,0
-53,-1,35,1.414213562,0
-52,-1,36,1.414213562,0
-53,-1,35,1,0
-54,-1,35,0,0
-54,-1,35,0,0
-54,-1,35,2.236067977,0
-52,-1,36,1,0
-53,-1,36,1,0
-53,-1,35,0,0
-53,-1,35,2.236067977,0
-53,0,37,2.236067977,0
-53,-1,35,0,0
-53,-1,35,1,0
-53,-1,36,0,0
-53,-1,36,1.414213562,0
-54,-1,35,2.236067977,0
-52,-1,36,0,0
-52,-1,36,1,0
-53,-1,36,0,0
-53,-1,36,1,0
-53,0,36,1.414213562,0
-53,-1,35,1,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,1,0
-53,-1,35,0,0
-53,-1,35,1,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,1.414213562,0
-54,-1,35,1.414213562,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,1,0
-53,0,36,1,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,1.732050808,0
-54,0,35,1.414213562,0
-53,-1,35,1,0
-53,-1,36,1.414213562,0
-52,0,36,2,0
-54,0,36,1.732050808,0
-53,-1,35,1,0
-53,-1,36,1,0
-52,-1,36,2.236067977,0
-54,-1,35,1.732050808,0
-53,0,36,2.828427125,0
-51,0,38,3,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,1,0
-53,0,36,1.414213562,0
-52,-1,36,1.732050808,0
-53,0,37,1.414213562,0
-52,-1,37,1.414213562,0
-53,-1,36,1.414213562,0
-54,-1,35,1.414213562,0
-53,-1,36,1.414213562,0
-54,0,36,1.414213562,0
-53,-1,36,0,0
-53,-1,36,1,0
-53,0,36,1.414213562,0
-52,-1,36,1,0
-53,-1,36,1.732050808,0
-54,0,35,1,0
-54,-1,35,3,0
-52,0,37,1.732050808,0
-53,-1,36,1,0
-52,-1,36,1.414213562,0
-53,-1,35,2,0
-55,-1,35,2.236067977,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,1,0
-53,-1,35,1.414213562,0
-53,0,36,1.414213562,0
-54,0,35,1.732050808,0
-53,-1,36,1,0
-53,0,36,1.732050808,0
-54,-1,35,1.414213562,0
-53,-1,36,0,0
-53,-1,36,1,0
-53,-1,35,1,0
-53,-1,36,1,0
-53,-1,35,1,0
-54,-1,35,1.732050808,0
-53,0,36,1,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,1,0
-53,0,36,1.414213562,0
-53,-1,35,1,0
-53,-1,36,1,0
-53,0,36,1.414213562,0
-54,0,35,1.732050808,0
-53,-1,36,1,0
-53,0,36,1,0
-52,0,36,1,0
-52,0,37,1.414213562,0
-53,0,36,0,0
-53,0,36,1.414213562,0
-52,0,37,2.449489743,0
-53,-1,35,1,0
-54,-1,35,1.732050808,0
-53,0,36,1,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,0,0
-53,-1,36,1,0
-53,0,36,0,0
-53,0,36,1.732050808,0
-54,-1,35,1.732050808,0
-53,0,36,1,0
-53,-1,36,1.414213562,0
