1551452690, IBI,label
12.344315,0.671906,0
13.000595,0.65628,0
13.672501,0.671906,0
14.360032,0.687531,0
15.016312,0.65628,0
15.71947,0.703157,0
16.297621,0.578151,0
16.938275,0.640654,0
17.610181,0.671906,0
18.250835,0.640654,0
18.813361,0.562526,0
19.375887,0.562526,0
19.969664,0.593777,0
20.563441,0.593777,0
21.18847,0.625029,0
21.813498,0.625029,0
22.454153,0.640654,0
23.063556,0.609403,0
23.672959,0.609403,0
24.266736,0.593777,0
24.891764,0.625029,0
25.516793,0.625029,0
26.141822,0.625029,0
26.719973,0.578151,0
27.345002,0.625029,0
27.985656,0.640654,0
28.641936,0.65628,0
29.313842,0.671906,0
29.985748,0.671906,0
30.610776,0.625029,0
31.251431,0.640654,0
31.876459,0.625029,0
32.532739,0.65628,0
33.204645,0.671906,0
33.845299,0.640654,0
34.501579,0.65628,0
35.157859,0.65628,0
35.829765,0.671906,0
36.517297,0.687531,0
37.157951,0.640654,0
37.814231,0.65628,0
38.454885,0.640654,0
39.111165,0.65628,0
39.767445,0.65628,0
40.392474,0.625029,0
46.86152,0.625029,0
47.502174,0.640654,0
48.142829,0.640654,0
48.783483,0.640654,0
49.424137,0.640654,0
50.03354,0.609403,0
50.658569,0.625029,0
51.267972,0.609403,0
51.893,0.625029,0
52.518029,0.625029,0
53.127432,0.609403,0
53.75246,0.625029,0
54.346238,0.593777,0
54.971266,0.625029,0
55.611921,0.640654,0
56.236949,0.625029,0
56.846352,0.609403,0
57.487006,0.640654,0
71.409519,0.578151,0
71.972044,0.562526,0
72.581447,0.609403,0
73.19085,0.609403,0
73.784627,0.593777,0
74.425282,0.640654,0
75.081562,0.65628,0
75.753468,0.671906,0
76.409748,0.65628,0
77.050402,0.640654,0
77.628553,0.578151,0
78.300459,0.671906,0
78.925488,0.625029,0
79.550516,0.625029,0
80.159919,0.609403,0
80.784948,0.625029,0
81.503731,0.718783,0
82.238139,0.734409,0
82.925671,0.687531,0
83.597577,0.671906,0
84.222605,0.625029,0
84.894511,0.671906,0
85.535165,0.640654,0
86.222697,0.687531,0
86.878977,0.65628,0
87.535257,0.65628,0
88.25404,0.718783,0
88.941571,0.687531,0
89.613477,0.671906,0
90.316634,0.703157,0
90.972914,0.65628,0
91.597943,0.625029,0
92.254223,0.65628,0
92.894877,0.640654,0
93.566783,0.671906,0
94.301192,0.734409,0
94.941846,0.640654,0
95.598126,0.65628,0
96.254406,0.65628,0
96.941937,0.687531,0
102.301558,0.65628,0
102.910961,0.609403,0
103.614118,0.703157,0
104.301649,0.687531,0
104.973555,0.671906,0
105.661087,0.687531,0
106.317367,0.65628,0
107.03615,0.718783,0
107.661178,0.625029,0
108.317458,0.65628,0
109.036241,0.718783,0
109.630018,0.593777,0
110.286298,0.65628,0
110.926953,0.640654,0
111.567607,0.640654,0
112.208261,0.640654,0
112.83329,0.625029,0
113.520821,0.687531,0
119.146079,0.65628,0
119.771107,0.625029,0
120.411762,0.640654,0
121.03679,0.625029,0
121.677445,0.640654,0
122.318099,0.640654,0
122.958753,0.640654,0
123.568156,0.609403,0
124.193185,0.625029,0
124.802588,0.609403,0
125.474494,0.671906,0
125.974516,0.500023,0
126.599545,0.625029,0
127.208948,0.609403,0
127.880854,0.671906,0
128.615262,0.734409,0
129.318419,0.703157,0
129.974699,0.65628,0
130.662231,0.687531,0
131.318511,0.65628,0
131.94354,0.625029,0
132.584194,0.640654,0
133.209223,0.625029,0
133.849877,0.640654,0
134.45928,0.609403,0
135.084308,0.625029,0
135.709337,0.625029,0
136.365617,0.65628,0
136.959394,0.593777,0
137.584423,0.625029,0
138.209451,0.625029,0
138.818854,0.609403,0
139.412632,0.593777,0
140.006409,0.593777,0
140.58456,0.578151,0
141.193963,0.609403,0
141.772115,0.578151,0
142.350266,0.578151,0
142.944043,0.593777,0
143.569072,0.625029,0
144.1941,0.625029,0
144.803503,0.609403,0
145.428532,0.625029,0
146.05356,0.625029,0
146.631712,0.578151,0
154.897715,0.609403,0
155.444615,0.5469,0
156.069644,0.625029,0
156.63217,0.562526,0
157.210321,0.578151,0
157.804098,0.593777,0
158.429127,0.625029,0
159.069781,0.640654,0
159.616681,0.5469,0
160.194833,0.578151,0
160.78861,0.593777,0
161.382387,0.593777,0
161.898036,0.515649,0
165.429447,0.593777,0
169.539011,0.640654,0
170.148413,0.609403,0
170.789068,0.640654,0
171.398471,0.609403,0
172.023499,0.625029,0
172.648528,0.625029,0
173.179802,0.531274,0
173.804831,0.625029,0
174.414234,0.609403,0
175.070514,0.65628,0
175.601788,0.531274,0
176.164314,0.562526,0
176.72684,0.562526,0
177.289365,0.562526,0
177.851891,0.562526,0
184.133429,0.625029,0
184.727206,0.593777,0
185.352234,0.625029,0
185.930386,0.578151,0
186.477286,0.5469,0
187.039812,0.562526,0
187.649215,0.609403,0
188.180489,0.531274,0
188.743015,0.562526,0
189.352417,0.609403,0
189.977446,0.625029,0
190.555598,0.578151,0
191.165,0.609403,0
191.805655,0.640654,0
192.430683,0.625029,0
193.040086,0.609403,0
193.665115,0.625029,0
194.305769,0.640654,0
194.993301,0.687531,0
197.821555,0.578151,0
198.446584,0.625029,1
205.103138,0.578151,1
205.743793,0.640654,1
206.33757,0.593777,1
206.915721,0.578151,1
207.572001,0.65628,1
208.103276,0.531274,1
208.712679,0.609403,1
209.306456,0.593777,1
209.884607,0.578151,1
210.447133,0.562526,1
