x,y,z,difference,label
-48,-38,-18,1.732050808,0
-49,-37,-17,2.828427125,0
-49,-39,-19,1.732050808,0
-48,-38,-20,1,0
-48,-38,-19,0,0
-48,-38,-19,0,0
-48,-38,-19,0,0
-48,-38,-19,1.414213562,0
-47,-38,-18,1.414213562,0
-48,-38,-17,1,0
-48,-39,-17,1.414213562,0
-48,-38,-18,1,0
-49,-38,-18,1,0
-49,-39,-18,1,0
-48,-39,-18,1,0
-48,-38,-18,1,0
-48,-39,-18,1,0
-48,-39,-17,0,0
-48,-39,-17,1,0
-48,-38,-17,1,0
-48,-39,-17,1,0
-48,-39,-18,0,0
-48,-39,-18,1,0
-48,-39,-17,0,0
-48,-39,-17,0,0
-48,-39,-17,0,0
-48,-39,-17,0,0
-48,-39,-17,1,0
-47,-39,-17,1,0
-48,-39,-17,0,0
-48,-39,-17,0,0
-48,-39,-17,0,0
-48,-39,-17,0,0
-48,-39,-17,0,0
-48,-39,-17,0,0
-48,-39,-17,0,0
-48,-39,-17,1,0
-48,-39,-16,1,0
-48,-39,-17,0,0
-48,-39,-17,1.414213562,0
-48,-40,-16,1,0
-48,-39,-16,1,0
-47,-39,-16,1.414213562,0
-48,-39,-17,1,0
-48,-39,-16,0,0
-48,-39,-16,0,0
-48,-39,-16,0,0
-48,-39,-16,1.414213562,0
-48,-38,-15,3,0
-49,-40,-17,3,0
-49,-40,-20,2.828427125,0
-47,-40,-18,1,0
-46,-40,-18,1,0
-46,-40,-19,1,0
-46,-40,-18,1.732050808,0
-47,-41,-19,2.449489743,0
-46,-39,-18,1.732050808,0
-47,-40,-19,0,0
-47,-40,-19,1.414213562,0
-46,-40,-18,1,0
-46,-40,-17,2.236067977,0
-47,-40,-19,1,0
-47,-39,-19,1.732050808,0
-46,-40,-18,0,0
-46,-40,-18,1.414213562,0
-45,-40,-19,1,0
-46,-40,-19,0,0
-46,-40,-19,1.414213562,0
-47,-40,-18,0,0
-47,-40,-18,1.414213562,0
-46,-40,-19,1.414213562,0
-47,-39,-19,1.732050808,0
-48,-40,-18,1,0
-47,-40,-18,0,0
-47,-40,-18,1,0
-47,-39,-18,1,0
-47,-40,-18,1,0
-47,-40,-17,1,0
-47,-40,-18,0,0
-47,-40,-18,0,0
-47,-40,-18,1,0
-47,-40,-17,1.414213562,0
-47,-39,-18,1.414213562,0
-47,-40,-17,0,0
-47,-40,-17,0,0
-47,-40,-17,1,0
-47,-40,-18,0,0
-47,-40,-18,1.414213562,0
-47,-39,-17,1.414213562,0
-47,-40,-18,1,0
-47,-39,-18,1,0
-47,-40,-18,0,0
-47,-40,-18,0,0
-47,-40,-18,1,0
-47,-39,-18,0,0
-47,-39,-18,1,0
-48,-39,-18,1,0
-47,-39,-18,0,0
-47,-39,-18,0,0
-47,-39,-18,1,0
-47,-39,-19,1.414213562,0
-47,-40,-18,1,0
-47,-39,-18,1.414213562,0
-48,-39,-19,1.414213562,0
-47,-39,-18,1,0
-48,-39,-18,1,0
-47,-39,-18,0,0
-47,-39,-18,0,0
-47,-39,-18,1.414213562,0
-47,-40,-19,1,0
-47,-39,-19,1,0
-47,-39,-18,1,0
-48,-39,-18,1,0
-47,-39,-18,0,0
-47,-39,-18,0,0
-47,-39,-18,0,0
-47,-39,-18,0,0
-47,-39,-18,0,0
-47,-39,-18,1,0
-47,-39,-17,2,0
-47,-39,-19,3.741657387,0
-49,-40,-22,3.741657387,0
-47,-39,-19,1.414213562,0
-46,-40,-19,1.732050808,0
-45,-39,-18,3.741657387,0
-47,-40,-21,4.358898944,0
-44,-39,-18,3,0
-45,-41,-20,1.414213562,0
-46,-40,-20,1,0
-46,-41,-20,7.549834435,0
-48,-39,-13,2.449489743,0
-49,-40,-11,2.236067977,0
-48,-40,-13,3.31662479,0
-47,-39,-16,1.732050808,0
-48,-40,-17,1.414213562,0
-48,-39,-16,1.414213562,0
-47,-40,-16,0,0
-47,-40,-16,2.449489743,0
-46,-39,-14,2.236067977,0
-48,-39,-15,3.16227766,0
-48,-40,-18,1.414213562,0
-47,-40,-17,1.414213562,0
-47,-39,-16,2.236067977,0
-48,-39,-18,1.732050808,0
-47,-40,-17,0,0
-47,-40,-17,0,0
-47,-40,-17,0,0
-47,-40,-17,1,0
-47,-39,-17,0,0
-47,-39,-17,1.414213562,0
-48,-40,-17,1,0
-48,-40,-18,1,0
-48,-39,-18,1.732050808,0
-47,-40,-17,0,0
-47,-40,-17,1,0
-47,-39,-17,1.414213562,0
-48,-40,-17,1,0
-47,-40,-17,1,0
-47,-39,-17,0,0
-47,-39,-17,1,0
-47,-40,-17,1.414213562,0
-47,-39,-18,0,0
-47,-39,-18,1.414213562,0
-48,-40,-18,0,0
-48,-40,-18,1.732050808,0
-47,-39,-17,1.414213562,0
-48,-40,-17,1.414213562,0
-47,-40,-18,1.414213562,0
-47,-39,-17,0,0
-47,-39,-17,1.414213562,0
-47,-40,-18,1,0
-47,-40,-17,1.732050808,0
-48,-39,-18,1,0
-48,-39,-17,2.449489743,0
-46,-40,-16,2.236067977,0
-47,-40,-18,2.449489743,0
-49,-39,-19,3,0
-47,-40,-17,0,0
-47,-40,-17,1,0
-46,-40,-17,1.732050808,0
-47,-39,-18,1.414213562,0
-47,-40,-17,1,0
-47,-39,-17,1,0
-47,-39,-18,1,0
-47,-39,-17,1.732050808,0
-48,-40,-18,0,0
-48,-40,-18,1.414213562,0
-48,-39,-17,1,0
-47,-39,-17,1,0
-47,-40,-17,0,0
-47,-40,-17,0,0
-47,-40,-17,1,0
-47,-40,-18,1.732050808,0
-48,-39,-17,0,0
-48,-39,-17,2.236067977,0
-46,-40,-17,1,0
-47,-40,-17,1.414213562,0
-48,-40,-18,2.828427125,0
-46,-40,-16,0,0
-46,-40,-16,2.449489743,0
-47,-39,-14,2.449489743,0
-48,-40,-16,1.414213562,0
-49,-40,-17,1,0
-49,-39,-17,1.414213562,0
-48,-39,-16,1.732050808,0
-47,-40,-17,1,0
-47,-39,-17,1.732050808,0
-48,-40,-18,1,0
-47,-40,-18,0,0
-47,-40,-18,1,0
-47,-39,-18,1,0
-47,-39,-17,0,0
-47,-39,-17,2.828427125,0
-49,-39,-19,1.732050808,0
-48,-40,-18,3.16227766,0
-45,-40,-19,1.414213562,0
-46,-40,-20,1.414213562,0
-45,-40,-21,2,0
-45,-40,-19,1.414213562,0
-45,-39,-18,4.472135955,0
-49,-39,-20,1.414213562,0
-50,-39,-19,1.414213562,0
-51,-39,-18,2,0
-49,-39,-18,5.196152423,0
-44,-38,-17,4.242640687,0
-48,-39,-18,1.414213562,0
-49,-40,-18,4.123105626,0
-45,-39,-18,3.16227766,0
-45,-40,-21,1.414213562,0
-46,-40,-22,1.414213562,0
-46,-41,-23,1.414213562,0
-45,-40,-23,1.414213562,0
-46,-40,-22,2,0
-46,-40,-24,2,0
-44,-40,-24,3.741657387,0
-46,-41,-21,1,0
-46,-40,-21,1.414213562,0
-46,-41,-22,3.16227766,0
-43,-41,-21,2,0
-41,-41,-21,1.732050808,0
-42,-40,-22,2.236067977,0
-43,-40,-20,2.236067977,0
-44,-42,-20,1.732050808,0
-45,-41,-21,1,0
-46,-41,-21,1,0
-46,-41,-20,1,0
-46,-42,-20,2.449489743,0
-45,-40,-19,2.236067977,0
-45,-41,-21,1.414213562,0
-46,-41,-20,1,0
-46,-41,-19,4.582575695,0
-44,-40,-15,1.732050808,0
-45,-41,-16,3.31662479,0
-46,-40,-19,1,0
-46,-40,-18,2.236067977,0
-46,-42,-17,2.449489743,0
-47,-41,-19,0,0
-47,-41,-19,3.741657387,0
-46,-39,-16,2.449489743,0
-47,-40,-18,1.732050808,0
-48,-41,-19,2.449489743,0
-46,-40,-18,3.16227766,0
-45,-40,-21,4.242640687,0
-42,-40,-18,3,0
-45,-40,-18,4.358898944,0
-48,-39,-21,0,0
-48,-39,-21,1.732050808,0
-47,-40,-20,1.414213562,0
-47,-39,-19,2,0
-47,-39,-21,1.732050808,0
-46,-40,-20,0,0
-46,-40,-20,1.732050808,0
-47,-39,-21,1.414213562,0
-46,-40,-21,1,0
-46,-40,-20,1,0
-45,-40,-20,1.414213562,0
-46,-39,-20,1,0
-47,-39,-20,1.732050808,0
-46,-40,-19,1.732050808,0
-47,-39,-18,0,0
-47,-39,-18,1,0
-47,-40,-18,1.732050808,0
-46,-39,-17,1,0
-47,-39,-17,2.236067977,0
-48,-39,-19,1.414213562,0
-47,-39,-18,1,0
-48,-39,-18,1,0
-47,-39,-18,1,0
-47,-39,-17,1.414213562,0
-48,-39,-16,1,0
-48,-38,-16,1.732050808,0
-49,-39,-15,1.414213562,0
-49,-38,-14,1.414213562,0
-48,-38,-15,1.414213562,0
-48,-39,-16,1,0
-48,-38,-16,1,0
-48,-39,-16,1.414213562,0
-48,-38,-15,1,0
-48,-38,-16,1.732050808,0
-49,-39,-17,2.236067977,0
-49,-37,-18,1.414213562,0
-49,-38,-17,4.123105626,0
-48,-38,-13,1,0
-48,-37,-13,3.605551275,0
-51,-37,-15,3,0
-53,-36,-17,2.236067977,0
-53,-38,-16,3,0
-51,-36,-15,2.236067977,0
-51,-38,-16,1.414213562,0
-50,-38,-17,2.449489743,0
-49,-37,-15,1.414213562,0
-49,-38,-14,2.449489743,0
-51,-37,-13,1.732050808,0
-50,-38,-14,3.31662479,0
-51,-37,-17,1,0
-50,-37,-17,0,0
-50,-37,-17,3.464101615,0
-48,-39,-15,1,0
-48,-39,-16,2.236067977,0
-50,-39,-17,3.16227766,0
-47,-39,-16,2.236067977,0
-48,-39,-18,5.099019514,0
-48,-38,-13,4.123105626,0
-47,-38,-9,3.741657387,0
-48,-41,-11,4.69041576,0
-46,-38,-14,3,0
-48,-40,-15,3.605551275,0
-48,-38,-18,4.582575695,0
-46,-39,-14,1.414213562,0
-46,-40,-13,4.123105626,0
-49,-38,-15,1.732050808,0
-50,-37,-16,2,0
-52,-37,-16,3.464101615,0
-54,-39,-18,4,0
-50,-39,-18,1,0
-49,-39,-18,1.732050808,0
-48,-38,-17,2.449489743,0
-50,-37,-16,2.236067977,0
-50,-39,-17,2.236067977,0
-48,-39,-16,1.414213562,0
-47,-39,-15,1.414213562,0
-48,-39,-14,2.236067977,0
-47,-39,-16,1.414213562,0
-48,-38,-16,1.414213562,0
-47,-39,-16,1,0
-48,-39,-16,1,0
-49,-39,-16,1.414213562,0
-48,-39,-17,1,0
-49,-39,-17,1,0
-49,-39,-16,0,0
-49,-39,-16,1,0
-49,-39,-17,2.236067977,0
-48,-39,-15,2.236067977,0
-47,-39,-13,2.236067977,0
-48,-39,-15,1,0
-49,-39,-15,1.732050808,0
-48,-40,-16,1.414213562,0
-47,-40,-17,1,0
-48,-40,-17,1.414213562,0
-47,-40,-16,1,0
-47,-40,-15,1.414213562,0
-48,-40,-14,1.732050808,0
-47,-39,-15,1,0
-47,-40,-15,1.414213562,0
-47,-41,-14,1,0
-47,-40,-14,1.414213562,0
-47,-39,-13,1.414213562,0
-47,-40,-14,0,0
-47,-40,-14,1,0
-47,-40,-15,0,0
-47,-40,-15,1,0
-47,-41,-15,1.414213562,0
-47,-40,-16,1,0
-47,-41,-16,1,0
-48,-41,-16,0,0
-48,-41,-16,1.414213562,0
-47,-41,-15,1.414213562,0
-46,-41,-16,1,0
-46,-41,-15,1.414213562,0
-46,-42,-16,1.732050808,0
-47,-41,-17,1.414213562,0
-46,-40,-17,1.414213562,0
-47,-40,-16,0,0
-47,-40,-16,1.414213562,0
-46,-41,-16,1.414213562,0
-46,-42,-17,1.414213562,0
-47,-41,-17,1.414213562,0
-47,-42,-16,0,0
-47,-42,-16,1.414213562,0
-46,-42,-15,0,0
-46,-42,-15,2.236067977,0
-45,-40,-15,1.414213562,0
-44,-41,-15,2.449489743,0
-46,-40,-16,2.236067977,0
-46,-42,-17,0,0
-46,-42,-17,1,0
-46,-42,-16,1,0
-47,-42,-16,0,0
-47,-42,-16,2.236067977,0
-45,-41,-16,1,0
-45,-41,-15,1.732050808,0
-46,-40,-16,2.449489743,0
-47,-41,-18,1,0
-47,-42,-18,2.828427125,0
-49,-42,-20,6.403124237,0
-43,-41,-18,4.242640687,0
-46,-41,-15,1,0
-46,-41,-14,1.732050808,0
-47,-42,-15,2.449489743,0
-45,-41,-14,2,0
-45,-41,-16,4.123105626,0
-49,-41,-17,1.414213562,0
-48,-41,-16,1.732050808,0
-47,-42,-15,1.414213562,0
-46,-41,-15,1,0
-46,-40,-15,1,0
-46,-41,-15,1.414213562,0
-47,-41,-16,1,0
-47,-41,-17,1.414213562,0
-46,-42,-17,1.414213562,0
-46,-41,-16,1,0
-45,-41,-16,1,0
-45,-41,-15,1.414213562,0
-46,-41,-16,1,0
-46,-41,-17,1.414213562,0
-47,-41,-16,1,0
-47,-41,-15,2.828427125,0
-47,-39,-13,2,0
-49,-39,-13,3.605551275,0
-49,-41,-16,3,0
-48,-39,-14,0,0
-48,-39,-14,2.236067977,0
-48,-41,-15,1,0
-48,-41,-16,1.732050808,0
-47,-40,-17,1,0
-47,-40,-16,1,0
-48,-40,-16,2,0
-46,-40,-16,2.236067977,0
-47,-40,-18,4,0
-47,-40,-14,2.449489743,0
-48,-39,-12,3.16227766,0
-51,-39,-11,2.236067977,0
-51,-38,-9,3.741657387,0
-49,-37,-6,4.123105626,0
-48,-37,-10,5.477225575,0
-49,-39,-15,3.16227766,0
-49,-38,-18,5,0
-49,-41,-22,1.414213562,0
-50,-41,-23,6.782329983,0
-47,-40,-17,3.605551275,0
-45,-40,-20,7.874007874,0
-42,-42,-27,4.358898944,0
-45,-41,-30,6.08276253,0
-44,-41,-24,3.741657387,0
-46,-40,-21,2.236067977,0
-44,-40,-20,3.16227766,0
-44,-39,-23,1.414213562,0
-45,-39,-22,1.414213562,0
-46,-39,-21,2.828427125,0
-48,-39,-19,2.236067977,0
-49,-39,-21,4.582575695,0
-45,-40,-23,1,0
-45,-40,-22,5.196152423,0
-44,-39,-17,3.16227766,0
-47,-39,-18,0,0
-47,-39,-18,2.236067977,0
-49,-39,-19,1,0
-49,-39,-20,1.414213562,0
-48,-40,-20,3.31662479,0
-47,-39,-17,0,0
-47,-39,-17,0,0
-47,-39,-17,0,0
-47,-39,-17,1,0
-47,-40,-17,1.414213562,0
-47,-39,-18,1,0
-47,-40,-18,1.414213562,0
-47,-39,-17,1.414213562,0
-48,-39,-18,1.732050808,0
-47,-40,-17,1,0
-46,-40,-17,1,0
-47,-40,-17,0,0
-47,-40,-17,1,0
-47,-40,-18,1.414213562,0
-47,-39,-17,1.414213562,0
-47,-40,-18,0,0
-47,-40,-18,1,0
-47,-40,-17,1,0
-46,-40,-17,1.414213562,0
-47,-40,-18,0,0
-47,-40,-18,0,0
-47,-40,-18,1,0
-47,-40,-17,1,0
-47,-40,-18,1,0
-47,-39,-18,1,0
-47,-40,-18,0,0
-47,-40,-18,0,0
-47,-40,-18,1,0
-46,-40,-18,1,0
-47,-40,-18,0,0
-47,-40,-18,0,0
-47,-40,-18,1.414213562,0
-46,-39,-18,1,0
-47,-39,-18,1.414213562,0
-48,-40,-18,0,0
-48,-40,-18,1,0
-47,-40,-18,1.414213562,0
-47,-39,-17,1.414213562,0
-48,-40,-17,1.732050808,0
-47,-39,-18,0,0
-47,-39,-18,1.414213562,0
-46,-40,-18,1,0
-47,-40,-18,0,0
-47,-40,-18,1,0
-47,-39,-18,1.414213562,0
-48,-40,-18,1,0
-47,-40,-18,1.732050808,0
-46,-39,-17,1.732050808,0
-47,-40,-18,0,0
-47,-40,-18,1,0
-47,-39,-18,1.414213562,0
-47,-40,-17,0,0
-47,-40,-17,1.414213562,0
-48,-40,-18,1,0
-47,-40,-18,0,0
-47,-40,-18,1,0
-47,-40,-17,0,0
-47,-40,-17,1,0
-47,-40,-18,1.414213562,0
-48,-40,-17,1.414213562,0
-47,-40,-18,1,0
-48,-40,-18,1.732050808,0
-47,-39,-17,1.414213562,0
-47,-40,-18,1,0
-47,-40,-17,0,0
-47,-40,-17,1,0
-47,-39,-17,1,0
-47,-40,-17,0,0
-47,-40,-17,0,0
-47,-40,-17,0,0
-47,-40,-17,0,0
-47,-40,-17,0,0
-47,-40,-17,0,0
-47,-40,-17,0,0
-47,-40,-17,0,0
-47,-40,-17,0,0
-47,-40,-17,0,0
-47,-40,-17,0,0
-47,-40,-17,1.414213562,0
-48,-39,-17,1.414213562,0
-48,-40,-18,1.414213562,0
-47,-40,-17,1.732050808,0
-46,-39,-16,1.414213562,0
-47,-40,-16,1.414213562,0
-48,-40,-17,0,0
-48,-40,-17,1,0
-47,-40,-17,0,0
-47,-40,-17,1,0
-48,-40,-17,1.414213562,0
-47,-39,-17,1.414213562,0
-47,-40,-16,1,0
-47,-40,-17,1,0
-48,-40,-17,1.414213562,0
-47,-39,-17,1,0
-47,-40,-17,0,0
-47,-40,-17,1,0
-47,-39,-17,1,0
-47,-40,-17,1,0
-47,-40,-16,1,0
-47,-40,-17,1,0
-48,-40,-17,0,0
-48,-40,-17,1,0
-47,-40,-17,0,0
-47,-40,-17,1.414213562,0
-48,-40,-16,1.414213562,0
-47,-40,-17,0,0
-47,-40,-17,0,0
-47,-40,-17,0,0
-47,-40,-17,1,0
-48,-40,-17,1.732050808,0
-47,-39,-16,1.732050808,0
-48,-40,-17,0,0
-48,-40,-17,1.414213562,0
-47,-40,-16,1,0
-47,-40,-17,1,0
-47,-39,-17,2.236067977,0
-47,-40,-15,3.16227766,0
-46,-40,-18,1,0
-46,-40,-19,3.16227766,0
-46,-39,-16,2.236067977,0
-48,-40,-16,1.732050808,0
-47,-39,-17,1.414213562,0
-48,-39,-18,0,0
-48,-39,-18,1.414213562,0
-49,-40,-18,1.414213562,0
-48,-39,-18,0,0
-48,-39,-18,1,0
-48,-40,-18,1.414213562,0
-47,-39,-18,1.732050808,0
-46,-40,-19,1,0
-47,-40,-19,1.414213562,0
-47,-39,-18,2,0
-45,-39,-18,2.828427125,0
-47,-39,-16,3,0
-50,-39,-16,2,0
-50,-39,-18,3,0
-47,-39,-18,0,0
-47,-39,-18,2,0
-45,-39,-18,3,0
-47,-40,-20,1,0
-47,-40,-19,1,0
-47,-39,-19,1,0
-47,-39,-18,1.414213562,0
-48,-39,-17,1.414213562,0
-49,-39,-18,0,0
-49,-39,-18,1.414213562,0
-48,-38,-18,1.414213562,0
-47,-39,-18,0,0
-47,-39,-18,1.414213562,0
-48,-38,-18,1,0
-48,-39,-18,1,0
-47,-39,-18,0,0
-47,-39,-18,0,0
-47,-39,-18,1,0
-48,-39,-18,0,0
-48,-39,-18,1,0
-49,-39,-18,1,0
-48,-39,-18,1.414213562,0
-47,-39,-17,1,0
-48,-39,-17,0,0
-48,-39,-17,1,0
-48,-39,-16,1,0
-48,-39,-17,1,0
-48,-39,-18,1.414213562,0
-47,-39,-17,0,0
-47,-39,-17,1,0
-48,-39,-17,0,0
-48,-39,-17,1,0
-47,-39,-17,1,0
-48,-39,-17,1.414213562,0
-47,-39,-16,1.414213562,0
-48,-39,-17,1,0
-49,-39,-17,1,0
-48,-39,-17,0,0
-48,-39,-17,0,0
-48,-39,-17,0,0
-48,-39,-17,0,0
-48,-39,-17,1,0
-48,-39,-16,1,0
-48,-39,-17,0,0
-48,-39,-17,0,0
-48,-39,-17,1,0
-48,-39,-16,1,0
-48,-39,-17,0,0
-48,-39,-17,3.31662479,0
-49,-40,-20,1.414213562,0
-48,-39,-20,4.582575695,0
-50,-38,-16,5.099019514,0
-50,-39,-11,3.16227766,0
-47,-39,-12,1.732050808,0
-48,-38,-11,1.414213562,0
-49,-39,-11,1,0
-49,-39,-12,1.414213562,0
-50,-39,-13,1.414213562,0
-49,-38,-13,2.236067977,0
-50,-38,-11,2.236067977,0
-50,-39,-13,1.732050808,0
-49,-38,-14,3.16227766,0
-49,-39,-17,2.449489743,0
-50,-38,-15,1,0
-50,-38,-14,1.414213562,0
-49,-39,-14,2,0
-47,-39,-14,1.732050808,0
-48,-38,-13,2.449489743,0
-49,-39,-15,1.414213562,0
-49,-38,-14,1.414213562,0
-49,-39,-13,0,0
-49,-39,-13,1,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,1,0
-48,-39,-14,1.414213562,0
-49,-39,-13,1,0
-49,-38,-13,0,0
-49,-38,-13,2.236067977,0
-49,-39,-15,1,0
-49,-39,-14,0,0
-49,-39,-14,1,0
-49,-39,-13,0,0
-49,-39,-13,1,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,1,0
-49,-39,-13,1,0
-49,-38,-13,0,0
-49,-38,-13,1.732050808,0
-50,-39,-14,1,0
-49,-39,-14,1,0
-49,-39,-13,1,0
-49,-39,-14,0,0
-49,-39,-14,1,0
-49,-39,-13,1,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,1.414213562,0
-48,-39,-13,1.414213562,0
-49,-38,-13,1.414213562,0
-50,-39,-13,1.414213562,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,1,0
-49,-39,-13,0,0
-49,-39,-13,0,0
-49,-39,-13,1,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,1,0
-49,-38,-14,1,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,1,0
-49,-38,-14,1,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,1.414213562,0
-49,-38,-13,1.414213562,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,1,0
-49,-38,-14,1,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,1,0
-48,-39,-14,1,0
-49,-39,-14,1,0
-49,-38,-14,1.414213562,0
-48,-39,-14,1,0
-49,-39,-14,1.414213562,0
-50,-39,-15,1.414213562,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,1,0
-49,-38,-14,1.414213562,0
-49,-39,-15,1,0
-49,-39,-14,1.414213562,0
-49,-38,-13,1,0
-49,-39,-13,2.236067977,0
-50,-39,-15,1.414213562,0
-49,-38,-15,1,0
-49,-38,-14,1.414213562,0
-49,-39,-15,0,0
-49,-39,-15,0,0
-49,-39,-15,1,0
-49,-39,-14,0,0
-49,-39,-14,1,0
-49,-39,-15,1,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,1,0
-48,-39,-14,0,0
-48,-39,-14,1,0
-49,-39,-14,1,0
-48,-39,-14,1.414213562,0
-49,-39,-15,1,0
-49,-39,-14,1,0
-48,-39,-14,1,0
-49,-39,-14,0,0
-49,-39,-14,1.414213562,0
-48,-39,-15,1.414213562,0
-49,-39,-14,0,0
-49,-39,-14,0,0
-49,-39,-14,1,0
-49,-39,-15,0,0
-49,-39,-15,0,0
-49,-39,-15,2.236067977,0
-48,-39,-13,1,0
-49,-39,-13,1,0
-50,-39,-13,1,0
-49,-39,-13,0,0
-49,-39,-13,1,0
-49,-39,-12,1,0
-48,-39,-12,2.236067977,0
-49,-39,-14,1.732050808,0
-48,-38,-13,2.449489743,0
-49,-39,-11,1.732050808,0
-50,-38,-12,1,0
-49,-38,-12,1.414213562,0
-50,-39,-12,0,0
-50,-39,-12,1.414213562,0
-49,-38,-12,1.732050808,0
-50,-39,-13,0,0
-50,-39,-13,1.414213562,0
-49,-39,-12,1,0
-49,-38,-12,1,0
-50,-38,-12,1.414213562,0
-49,-38,-13,1.414213562,0
-50,-39,-13,1,0
-49,-39,-13,0,0
-49,-39,-13,1,0
-49,-39,-12,1.414213562,0
-50,-38,-12,1.414213562,0
-50,-39,-13,0,0
-50,-39,-13,1.414213562,0
-49,-38,-13,0,0
-49,-38,-13,1,0
-49,-39,-13,1,0
-50,-39,-13,1.414213562,0
-49,-39,-12,0,0
-49,-39,-12,1,0
-50,-39,-12,1.414213562,0
-49,-39,-13,1,0
-49,-39,-12,1,0
-49,-39,-13,0,0
-49,-39,-13,1,0
-50,-39,-13,1,0
-49,-39,-13,1,0
-49,-39,-12,1,0
-49,-39,-13,0,0
-49,-39,-13,0,0
-49,-39,-13,1.414213562,0
-49,-38,-12,1.414213562,0
-50,-39,-12,1.414213562,0
-49,-39,-13,0,0
-49,-39,-13,0,0
-49,-39,-13,1,0
-49,-39,-12,1,0
-49,-39,-13,0,0
-49,-39,-13,0,0
-49,-39,-13,1,0
-49,-39,-12,0,0
-49,-39,-12,1,0
-49,-39,-13,0,0
-49,-39,-13,0,0
-49,-39,-13,0,0
-49,-39,-13,1,0
-49,-39,-12,1,0
-49,-39,-13,0,0
-49,-39,-13,0,0
-49,-39,-13,0,0
-49,-39,-13,0,0
-49,-39,-13,2.236067977,0
-48,-39,-15,3.741657387,0
-50,-40,-12,1.414213562,0
-49,-39,-12,2.449489743,0
-50,-38,-10,1,0
-51,-38,-10,3.31662479,0
-52,-39,-13,3.16227766,0
-49,-38,-13,1.414213562,0
-49,-39,-12,1,0
-50,-39,-12,1,0
-50,-38,-12,0,0
-50,-38,-12,1,0
-50,-39,-12,1,0
-49,-39,-12,0,0
-49,-39,-12,1.414213562,0
-50,-38,-12,0,0
-50,-38,-12,1,0
-49,-38,-12,1.732050808,0
-50,-39,-13,1,0
-50,-39,-12,1.414213562,0
-49,-38,-12,1,0
-50,-38,-12,1,0
-50,-39,-12,1.414213562,0
-49,-38,-12,0,0
-49,-38,-12,0,0
-49,-38,-12,1.414213562,0
-50,-39,-12,1.414213562,0
-50,-38,-13,1.414213562,0
-49,-38,-12,2.449489743,0
-48,-40,-13,2,0
-48,-38,-13,3.16227766,0
-51,-38,-14,0,0
-51,-38,-14,1,0
-51,-38,-13,2.236067977,0
-49,-38,-14,1,0
-49,-38,-13,1.414213562,0
-50,-38,-14,2.236067977,0
-48,-38,-15,1.732050808,0
-49,-37,-14,2.236067977,0
-50,-39,-14,2.236067977,0
-48,-39,-15,2.449489743,0
-46,-38,-14,3.741657387,0
-48,-39,-17,1,0
-48,-38,-17,2.236067977,0
-49,-38,-15,1.732050808,0
-50,-39,-16,2.236067977,0
-48,-39,-15,1.414213562,0
-48,-38,-14,1,0
-49,-38,-14,1.414213562,0
-49,-39,-15,1,0
-49,-39,-16,1,0
-49,-39,-15,1,0
-49,-38,-15,1.414213562,0
-48,-39,-15,0,0
-48,-39,-15,1,0
-48,-39,-14,1,0
-48,-39,-15,1,0
-48,-39,-16,1,0
-48,-40,-16,0,0
-48,-40,-16,1,0
-48,-39,-16,1,0
-48,-39,-15,1,0
-49,-39,-15,1,0
-48,-39,-15,1.732050808,0
-47,-40,-14,1,0
-48,-40,-14,1.414213562,0
-48,-39,-15,1,0
-49,-39,-15,1,0
-49,-40,-15,2.236067977,0
-49,-39,-13,1.732050808,0
-48,-40,-14,3.16227766,0
-47,-40,-17,1.414213562,0
-46,-40,-16,1,0
-46,-40,-15,1.414213562,0
-47,-39,-15,2.828427125,0
-49,-39,-17,7.071067812,0
-49,-40,-10,1.414213562,0
-48,-39,-10,4,0
-48,-39,-14,4.242640687,0
-47,-40,-18,1,0
-46,-40,-18,3,0
-48,-41,-16,2.449489743,0
-49,-40,-14,1.732050808,0
-48,-39,-13,2.449489743,0
-47,-40,-15,1,0
-47,-40,-16,2,0
-47,-40,-14,1.414213562,0
-48,-40,-15,1.414213562,0
-49,-40,-14,1,0
-48,-40,-14,0,0
-48,-40,-14,1,0
-48,-40,-15,1,0
-47,-40,-15,2.236067977,0
