eda,label
4,0
0,0
0.841379,0
0.99276,0
0.990199,0
1.009409,0
1.014531,0
1.020934,0
1.023496,0
1.03246,0
0.959533,0
0.972339,0
0.97362,0
0.983865,0
0.987707,0
0.99283,0
0.991549,0
0.99411,0
0.99411,0
1.000513,0
1.004355,0
1.008197,0
1.001794,0
0.999233,0
1.003075,0
1.000513,0
0.997952,0
1.000513,0
0.997952,0
0.996671,0
1.000513,0
1.000513,0
0.99411,0
0.99283,0
0.996671,0
1.001794,0
1.000513,0
0.995391,0
0.99411,0
0.99283,0
0.996671,0
0.997952,0
0.99411,0
0.99411,0
0.995391,0
0.997952,0
0.99411,0
0.990268,0
0.988988,0
0.983865,0
0.987707,0
0.983865,0
0.988988,0
0.988988,0
0.986426,0
0.990268,0
0.990268,0
0.986426,0
0.982584,0
0.986426,0
0.991549,0
0.99283,0
0.987707,0
0.990268,0
0.991549,0
0.990268,0
0.991549,0
0.990268,0
0.985146,0
0.988988,0
0.990268,0
0.99283,0
0.995391,0
0.986426,0
0.991549,0
0.991549,0
0.99283,0
0.991549,0
0.986426,0
0.988988,0
0.990268,0
0.996671,0
1.000513,0
1.008197,0
1.019723,0
1.021003,0
1.023565,0
1.019723,0
1.017162,0
1.017162,0
1.018442,0
1.018442,0
1.0146,0
1.015881,0
1.012039,0
1.009478,0
1.012039,0
1.01332,0
1.001794,0
1.004355,0
1.004355,0
0.999233,0
0.995391,0
0.990268,0
0.988988,0
0.99411,0
0.986426,0
0.987707,0
0.985146,0
0.985146,0
0.985146,0
0.985146,0
0.978742,0
0.980023,0
0.974901,0
0.97362,0
0.976181,0
0.968497,0
0.967217,0
0.962094,0
0.962094,0
0.964656,0
0.964656,0
0.963375,0
0.956972,0
0.959533,0
0.958252,0
0.955691,0
0.962094,0
0.948007,0
0.950568,0
0.950568,0
0.949288,0
0.941604,0
0.939043,0
0.936481,0
0.940323,0
0.940323,0
0.935201,0
0.930078,0
0.928798,0
0.93264,0
0.93264,0
0.93264,0
0.931359,0
0.924956,0
0.918553,0
0.922394,0
0.919833,0
0.922394,0
0.915991,0
0.915991,0
0.919833,0
0.918553,0
0.914711,0
0.915991,0
0.910869,0
0.917272,0
0.912149,0
0.912149,0
0.908307,0
0.903185,0
0.907027,0
0.900624,0
0.900624,0
0.900624,0
0.901904,0
0.904466,0
0.899343,0
0.89422,0
0.891659,0
0.895501,0
0.895501,0
0.891659,0
0.887817,0
0.891659,0
0.891659,0
0.889098,0
0.883975,0
0.880133,0
0.885256,0
0.881414,0
0.881414,0
0.880133,0
0.878853,0
0.880133,0
0.882695,0
0.881414,0
0.881414,0
0.87373,0
0.877572,0
0.875011,0
0.868608,0
0.869888,0
0.860924,0
0.869888,0
0.871169,0
0.863485,0
0.862205,0
0.862205,0
0.868608,0
0.877572,0
0.875011,0
0.87373,0
0.87373,0
0.871169,0
0.875011,0
0.869888,0
0.87245,0
0.863485,0
0.863485,0
0.866046,0
0.864766,0
0.866046,0
0.859643,0
0.858363,0
0.858363,0
0.860924,0
0.855801,0
0.854521,0
0.85324,0
0.857082,0
0.854521,0
0.854521,0
0.851959,0
0.851959,0
0.850679,0
0.844276,0
0.846837,0
0.846837,0
0.844276,0
0.845556,0
0.841714,0
0.845556,0
0.85324,0
0.85324,0
0.862205,0
0.871169,0
0.859643,0
0.864766,0
0.875011,0
0.891659,0
0.898062,0
0.905746,0
0.903185,0
0.912149,0
0.93392,0
0.93392,0
0.939043,0
0.931359,0
0.93264,0
0.937762,0
0.941604,0
0.940323,0
0.922394,0
0.930078,0
0.951849,0
0.95441,0
0.965936,0
0.971059,0
0.963375,0
0.963375,0
0.878853,0
0.85324,0
0.876292,0
0.895501,0
0.889098,0
0.887817,0
0.904466,0
0.910869,0
0.910869,0
0.912149,0
0.919833,0
0.915991,0
0.914711,0
0.917272,0
0.922394,0
0.923675,0
0.919833,0
0.917272,0
0.927517,0
0.93392,0
0.930078,0
0.931359,0
0.940323,0
0.946727,0
0.948007,0
0.946727,0
0.948007,0
0.945446,0
0.944165,0
0.946727,0
0.945446,0
0.93392,0
0.931359,0
0.93392,0
0.935201,0
0.940323,0
0.936481,0
0.936481,0
0.939043,0
0.944165,0
0.942885,0
0.945446,0
0.940323,0
0.935201,0
0.940323,0
0.937762,0
0.930078,0
0.914711,0
0.912149,0
0.899343,0
0.905746,0
0.909588,0
0.904466,0
0.912149,0
0.927517,0
0.935201,0
0.931359,0
0.918553,0
0.909588,0
0.914711,0
0.922394,0
0.914711,0
0.915991,0
0.926236,0
0.924956,0
0.909588,0
0.887817,0
0.854521,0
0.808418,0
0.787928,0
0.746947,0
0.722615,0
0.698283,0
0.688038,0
0.707247,0
0.699564,0
0.684196,0
0.71237,0
0.73158,0
0.743105,0
0.744386,0
0.737983,0
0.736702,0
0.740544,0
0.748228,0
0.75207,0
0.759754,0
0.780244,0
0.79177,0
0.799453,0
0.803295,0
0.798173,0
0.796892,0
0.803295,0
0.804576,0
0.808418,0
0.805857,0
0.804576,0
0.807137,0
0.81226,0
0.809698,0
0.808418,0
0.816102,0
0.814821,0
0.795611,0
0.773841,0
0.775121,0
0.77256,0
0.767437,0
0.776402,0
0.781524,0
0.781524,0
0.768718,0
0.763595,0
0.739263,0
0.699564,0
0.686757,0
0.686757,0
0.688038,0
0.679073,0
0.682915,0
0.676512,0
0.684196,0
0.689319,0
0.698283,0
0.713651,0
0.705967,0
0.740544,0
0.739263,0
0.729018,0
0.726457,0
0.73286,0
0.734141,0
0.743105,0
0.745667,0
0.755912,0
0.750789,0
0.749508,0
0.744386,0
0.743105,0
0.741825,0
0.745667,0
0.748228,0
0.745667,0
0.73286,0
0.720054,0
0.713651,0
0.694441,0
0.697002,0
0.702125,0
0.711089,0
0.720054,0
0.718773,0
0.711089,0
0.721334,0
0.721334,0
0.727738,0
