1551115282.000000, IBI
15.406955,0.875040
16.297621,0.890666
17.203912,0.906291
18.125830,0.921917
19.078998,0.953169
20.016541,0.937543
20.954084,0.937543
21.891627,0.937543
22.735416,0.843789
23.594830,0.859414
24.454244,0.859414
25.329284,0.875040
26.173073,0.843789
27.032487,0.859414
27.923153,0.890666
28.813819,0.890666
29.704485,0.890666
30.485770,0.781286
31.360811,0.875040
32.173348,0.812537
33.001511,0.828163
33.907802,0.906291
34.673462,0.765660
35.485999,0.812537
36.282911,0.796911
37.189202,0.906291
38.142371,0.953169
39.111165,0.968794
40.079960,0.968794
40.892497,0.812537
