1551115282.000000, 1551115282.000000, 1551115282.000000
32.000000, 32.000000, 32.000000
-14,13,60
-14,13,60
-14,13,60
-14,13,59
-14,13,60
-14,13,60
-14,13,59
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,12,60
-14,13,60
-14,13,60
-14,13,60
-14,13,59
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,12,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,59
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,59
-14,13,60
-14,13,60
-15,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-13,13,60
-13,13,60
-14,13,60
-14,13,60
-13,13,60
-14,13,60
-14,13,60
-14,12,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-13,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-13,13,60
-13,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-13,13,60
-14,13,60
-14,13,60
-13,13,60
-13,13,60
-13,13,60
-13,13,60
-13,13,60
-14,13,60
-13,13,60
-14,13,60
-13,13,60
-13,13,60
-13,13,60
-13,13,60
-13,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,12,60
-14,13,60
-14,13,59
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-14,13,60
-13,13,60
-13,13,60
-14,13,60
