x,y,z,difference,label
-10,4,61,0,0
-10,4,61,0,0
-10,4,61,0,0
-10,4,61,0,0
-10,4,61,0,0
-10,4,61,0,0
-10,4,61,0,0
-10,4,61,1,0
-10,4,62,1,0
-10,4,61,0,0
-10,4,61,0,0
-10,4,61,0,0
-10,4,61,1,0
-11,4,61,1,0
-10,4,61,0,0
-10,4,61,0,0
-10,4,61,0,0
-10,4,61,1,0
-11,4,61,1,0
-10,4,61,1,0
-11,4,61,1,0
-10,4,61,0,0
-10,4,61,0,0
-10,4,61,1,0
-11,4,61,1,0
-10,4,61,0,0
-10,4,61,0,0
-10,4,61,0,0
-10,4,61,1,0
-11,4,61,1.414213562,0
-10,3,61,1,0
-10,4,61,1,0
-10,3,61,1,0
-10,4,61,0,0
-10,4,61,0,0
-10,4,61,0,0
-10,4,61,1,0
-11,4,61,1,0
-10,4,61,0,0
-10,4,61,0,0
-10,4,61,1,0
-11,4,61,0,0
-11,4,61,0,0
-11,4,61,0,0
-11,4,61,0,0
-11,4,61,1,0
-11,4,62,1,0
-11,4,61,0,0
-11,4,61,0,0
-11,4,61,1,0
-10,4,61,1,0
-11,4,61,0,0
-11,4,61,0,0
-11,4,61,0,0
-11,4,61,0,0
-11,4,61,1,0
-10,4,61,1.414213562,0
-11,3,61,1.414213562,0
-10,4,61,0,0
-10,4,61,1,0
-11,4,61,0,0
-11,4,61,0,0
-11,4,61,1,0
-12,4,61,0,0
-12,4,61,1,0
-11,4,61,0,0
-11,4,61,1,0
-12,4,61,1,0
-13,4,61,1,0
-12,4,61,1,0
-11,4,61,2,0
-13,4,61,1,0
-12,4,61,0,0
-12,4,61,1,0
-13,4,61,1,0
-14,4,61,1.414213562,0
-13,3,61,1,0
-13,4,61,0,0
-13,4,61,0,0
-13,4,61,0,0
-13,4,61,1,0
-14,4,61,1,0
-14,3,61,1.414213562,0
-14,4,60,1,0
-14,4,61,1.414213562,0
-13,3,61,1,0
-13,4,61,0,0
-13,4,61,0,0
-13,4,61,0,0
-13,4,61,0,0
-13,4,61,0,0
-13,4,61,0,0
-13,4,61,0,0
-13,4,61,1,0
-12,4,61,1,0
-13,4,61,0,0
-13,4,61,1,0
-14,4,61,1,0
-13,4,61,0,0
-13,4,61,1,0
-14,4,61,0,0
-14,4,61,1,0
-13,4,61,1.414213562,0
-14,5,61,1,0
-14,4,61,0,0
-14,4,61,1,0
-15,4,61,1.414213562,0
-14,5,61,1.414213562,0
-13,4,61,2.449489743,0
-15,5,60,2.449489743,0
-13,4,61,1,0
-13,5,61,1,0
-14,5,61,0,0
-14,5,61,0,0
-14,5,61,1.414213562,0
-13,4,61,3,0
-15,6,60,1.732050808,0
-14,5,61,2,0
-12,5,61,3.31662479,0
-15,6,60,2.449489743,0
-13,5,61,1,0
-12,5,61,3.31662479,0
-15,6,60,2.449489743,0
-13,5,61,1.414213562,0
-13,6,60,2.236067977,0
-13,4,61,1,0
-14,4,61,2.236067977,0
-14,6,60,2.449489743,0
-12,5,61,1,0
-13,5,61,1,0
-14,5,61,0,0
-14,5,61,1,0
-13,5,61,2.236067977,0
-15,5,60,2,0
-13,5,60,2.449489743,0
-15,6,61,1.414213562,0
-15,5,60,1.414213562,0
-14,5,61,1.414213562,0
-15,5,60,0,0
-15,5,60,1.414213562,0
-14,5,61,0,0
-14,5,61,1,0
-15,5,61,1.414213562,0
-16,5,60,2.236067977,0
-14,5,61,0,0
-14,5,61,1.414213562,0
-15,5,60,1.414213562,0
-14,5,61,0,0
-14,5,61,0,0
-14,5,61,0,0
-14,5,61,1,0
-15,5,61,1,0
-14,5,61,1,0
-15,5,61,1.414213562,0
-15,4,60,1,0
-15,5,60,1,0
-15,5,61,0,0
-15,5,61,1.414213562,0
-14,4,61,2.449489743,0
-16,5,60,2.236067977,0
-18,5,59,2.236067977,0
-16,5,60,1,0
-15,5,60,1.414213562,0
-16,4,60,1.414213562,0
-15,4,61,1.414213562,0
-15,5,60,1.414213562,0
-16,4,60,1,0
-15,4,60,0,0
-15,4,60,1,0
-16,4,60,0,0
-16,4,60,1,0
-15,4,60,1.732050808,0
-16,5,61,1.732050808,0
-17,4,60,2.449489743,0
-15,5,61,1,0
-16,5,61,1.414213562,0
-16,4,60,0,0
-16,4,60,0,0
-16,4,60,0,0
-16,4,60,0,0
-16,4,60,1,0
-16,4,61,1,0
-15,4,61,1,0
-15,4,60,1,0
-16,4,60,0,0
-16,4,60,1.414213562,0
-17,5,60,0,0
-17,5,60,1.414213562,0
-16,4,60,1,0
-17,4,60,1,0
-16,4,60,0,0
-16,4,60,1.414213562,0
-15,5,60,0,0
-15,5,60,1,0
-16,5,60,0,0
-16,5,60,0,0
-16,5,60,1,0
-15,5,60,1,0
-16,5,60,1,0
-15,5,60,1.414213562,0
-14,5,61,1,0
-15,5,61,1,0
-15,5,60,1.414213562,0
-14,5,61,1,0
-14,4,61,1.414213562,0
-15,5,61,1,0
-15,5,60,1.414213562,0
-14,5,61,1,0
-13,5,61,0,0
-13,5,61,1,0
-14,5,61,0,0
-14,5,61,1,0
-15,5,61,0,0
-15,5,61,1,0
-14,5,61,1,0
-15,5,61,1.732050808,0
-14,4,60,1,0
-14,4,61,4.472135955,0
-10,6,61,3.605551275,0
-13,4,61,3.16227766,0
-10,3,61,1.414213562,0
-9,4,61,6.164414003,0
-15,5,60,1.414213562,0
-16,5,61,3,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,0,0
-12,5,61,1.414213562,0
-11,4,61,2.236067977,0
-13,5,61,1,0
-14,5,61,3.16227766,0
-11,4,61,1,0
-12,4,61,2.236067977,0
-14,5,61,1,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,0,0
-12,5,61,1,0
-13,5,61,1,0
-12,5,61,0,0
-12,5,61,0,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,0,0
-12,5,61,1,0
-13,5,61,1,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,0,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,0,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,0,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,0,0
-12,5,61,0,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,0,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,0,0
-12,5,61,1,0
-13,5,61,1,0
-12,5,61,0,0
-12,5,61,0,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,0,0
-12,5,61,1,0
-13,5,61,1,0
-12,5,61,0,0
-12,5,61,0,0
-12,5,61,0,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,0,0
-12,5,61,1,0
-13,5,61,1,0
-12,5,61,1,0
-13,5,61,1,0
-12,5,61,0,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,0,0
-12,5,61,0,0
-12,5,61,0,0
-12,5,61,0,0
-12,5,61,0,0
-12,5,61,0,0
-12,5,61,0,0
-12,5,61,0,0
-12,5,61,0,0
-12,5,61,0,0
-12,5,61,0,0
-12,5,61,0,0
-12,5,61,0,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,0,0
-12,5,61,1,0
-13,5,61,1,0
-12,5,61,0,0
-12,5,61,1,0
-13,5,61,1,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,0,0
-12,5,61,0,0
-12,5,61,0,0
-12,5,61,0,0
-12,5,61,0,0
-12,5,61,1,0
-13,5,61,1,0
-12,5,61,0,0
-12,5,61,1,0
-13,5,61,1,0
-12,5,61,0,0
-12,5,61,1,0
-13,5,61,1,0
-12,5,61,1,0
-13,5,61,1,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,0,0
-12,5,61,0,0
-12,5,61,0,0
-12,5,61,1,0
-13,5,61,1,0
-12,5,61,1,0
-13,5,61,1,0
-12,5,61,0,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,1,0
-13,5,61,0,0
-13,5,61,0,0
-13,5,61,1,0
-12,5,61,1,0
-13,5,61,1,0
-12,5,61,1,0
-12,6,61,1,0
-12,5,61,1,0
-13,5,61,1.414213562,0
-12,6,61,2.236067977,0
-14,6,60,1,0
-15,6,60,1,0
-14,6,60,1.414213562,0
-14,7,61,2.236067977,0
-12,6,61,1.732050808,0
-11,7,62,2.449489743,0
-10,9,61,3,0
-7,9,61,4.123105626,0
-11,10,61,3.605551275,0
-9,7,61,2.828427125,0
-11,9,61,1,0
-10,9,61,1,0
-11,9,61,2.236067977,0
-13,8,61,1,0
-12,8,61,2,0
-10,8,61,0,0
-10,8,61,2,0
-12,8,61,1,0
-11,8,61,0,0
-11,8,61,0,0
-11,8,61,1,0
-12,8,61,1,0
-12,7,61,1,0
-12,8,61,0,0
-12,8,61,0,0
-12,8,61,1,0
-11,8,61,0,0
-11,8,61,0,0
-11,8,61,0,0
-11,8,61,0,0
-11,8,61,0,0
-11,8,61,0,0
-11,8,61,1,0
-12,8,61,0,0
-12,8,61,1,0
-11,8,61,2.236067977,0
-13,7,61,1,0
-12,7,61,1.414213562,0
-11,8,61,2,0
-13,8,61,1,0
-12,8,61,0,0
-12,8,61,1,0
-13,8,61,1,0
-13,8,60,1.414213562,0
-12,8,61,0,0
-12,8,61,1,0
-13,8,61,0,0
-13,8,61,0,0
-13,8,61,1,0
-13,7,61,0,0
-13,7,61,1,0
-13,8,61,1.732050808,0
-14,7,60,1,0
-14,7,61,1,0
-13,7,61,0,0
-13,7,61,0,0
-13,7,61,1,0
-13,7,60,1,0
-13,7,61,0,0
-13,7,61,0,0
-13,7,61,0,0
-13,7,61,1,0
-13,8,61,1.414213562,0
-14,8,60,1.732050808,0
-13,7,61,1,0
-12,7,61,2,0
-14,7,61,1,0
-13,7,61,1,0
-13,7,60,0,0
-13,7,60,1.414213562,0
-14,7,61,0,0
-14,7,61,0,0
-14,7,61,0,0
-14,7,61,1,0
-14,7,60,1.414213562,0
-13,7,61,1,0
-14,7,61,0,0
-14,7,61,1,0
-14,7,60,1,0
-14,7,61,0,0
-14,7,61,1,0
-14,7,60,0,0
-14,7,60,1,0
-14,7,61,0,0
-14,7,61,0,0
-14,7,61,0,0
-14,7,61,0,0
-14,7,61,0,0
-14,7,61,0,0
-14,7,61,0,0
-14,7,61,0,0
-14,7,61,1,0
-14,7,60,1,0
-14,7,61,1,0
-14,7,60,1,0
-14,7,61,0,0
-14,7,61,0,0
-14,7,61,1,0
-14,7,60,1,0
-14,7,61,1,0
-14,6,61,0,0
-14,6,61,1.414213562,0
-14,7,60,1.414213562,0
-14,6,61,1.414213562,0
-14,7,60,1,0
-14,6,60,1,0
-14,6,61,1.414213562,0
-14,7,60,1.414213562,0
-14,6,61,1,0
-14,6,60,1.414213562,0
-14,7,61,1,0
-14,6,61,0,0
-14,6,61,1.414213562,0
-15,6,60,0,0
-15,6,60,1,0
-14,6,60,1,0
-15,6,60,0,0
-15,6,60,1,0
-14,6,60,0,0
-14,6,60,0,0
-14,6,60,0,0
-14,6,60,1,0
-15,6,60,1.414213562,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,1,0
-14,6,60,0,0
-14,6,60,0,0
-14,6,60,1,0
-15,6,60,0,0
-15,6,60,1,0
-14,6,60,0,0
-14,6,60,0,0
-14,6,60,0,0
-14,6,60,0,0
-14,6,60,1,0
-15,6,60,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,0,0
-14,6,60,0,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-13,6,61,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-13,6,61,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1.414213562,0
-14,5,61,1.414213562,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,1,0
-14,5,61,1.414213562,0
-14,6,60,1,0
-14,6,61,1.414213562,0
-14,5,60,1,0
-14,5,61,0,0
-14,5,61,1,0
-14,6,61,1.414213562,0
-14,5,60,0,0
-14,5,60,1.414213562,0
-14,6,61,1,0
-14,5,61,1.414213562,0
-14,6,60,1,0
-14,6,61,1,0
-14,5,61,0,0
-14,5,61,0,0
-14,5,61,0,0
-14,5,61,0,0
-14,5,61,1.414213562,0
-14,6,60,1,0
-14,5,60,1,0
-14,6,60,1,0
-14,6,61,1,0
-14,5,61,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,5,61,0,0
-14,5,61,1.414213562,0
-14,6,60,1.414213562,0
-14,5,61,1.414213562,0
-15,6,61,1,0
-14,6,61,1,0
-14,6,60,1,0
-15,6,60,1,0
-14,6,60,1.732050808,0
-13,5,61,2.449489743,0
-15,6,60,1,0
-14,6,60,1.414213562,0
-14,5,61,1.414213562,0
-14,6,60,1,0
-14,6,61,1,0
-14,5,61,1,0
-14,6,61,1,0
-14,6,60,1.414213562,0
-14,5,61,1,0
-14,6,61,1,0
-14,6,60,1.414213562,0
-14,5,61,0,0
-14,5,61,1.732050808,0
-15,6,60,1.732050808,0
-14,5,61,0,0
-14,5,61,1,0
-14,6,61,1,0
-14,5,61,1,0
-14,6,61,1,0
-14,5,61,1,0
-14,6,61,1,0
-14,5,61,1,0
-14,6,61,1,0
-14,6,60,0,0
-14,6,60,0,0
-14,6,60,0,0
-14,6,60,0,0
-14,6,60,0,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,1,0
-14,5,61,1,0
-14,6,61,1,0
-14,5,61,1,0
-14,6,61,0,0
-14,6,61,1,0
-14,5,61,0,0
-14,5,61,1,0
-14,6,61,1,0
-14,5,61,1.414213562,0
-15,5,60,1.414213562,0
-14,5,61,1,0
-14,5,60,1,0
-14,6,60,1.414213562,0
-14,5,61,1,0
-14,6,61,0,0
-14,6,61,1.414213562,0
-14,5,60,0,0
-14,5,60,1.414213562,0
-15,6,60,1.414213562,0
-14,6,61,1,0
-14,5,61,1,0
-14,6,61,0,0
-14,6,61,1,0
-14,5,61,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1.414213562,0
-14,5,60,1.414213562,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,1,0
-14,5,61,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,1,0
-14,5,61,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1.732050808,0
-13,5,61,1.414213562,0
-14,6,61,1.414213562,0
-13,5,61,1.414213562,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,5,61,1,0
-14,5,60,1.414213562,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,1,0
-14,5,61,1,0
-14,6,61,1,0
-14,5,61,1.414213562,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,1.414213562,0
-13,6,60,1.414213562,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,0,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,0,0
-14,6,60,1,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,3.16227766,0
-11,5,61,3.16227766,0
-14,6,61,1,0
-15,6,61,1,0
-14,6,61,1,0
-14,6,60,1.414213562,0
-14,7,61,1.414213562,0
-13,8,61,3,0
-13,5,61,1,0
-13,5,60,2,0
-13,7,60,4.582575695,0
-14,11,62,5.477225575,0
-12,6,61,2,0
-14,6,61,1,0
-14,6,60,1.414213562,0
-13,6,61,1.732050808,0
-14,7,60,1.732050808,0
-13,6,61,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,0,0
-14,6,60,0,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,0,0
-14,6,60,0,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,0,0
-14,6,60,0,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,0,0
-14,6,60,0,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1.414213562,0
-13,6,61,1,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,1.414213562,0
-13,6,60,1,0
-14,6,60,0,0
-14,6,60,1,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,1.414213562,0
-13,6,60,1.414213562,0
-14,6,61,1,0
-14,6,60,0,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,1,0
-13,6,61,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,1.414213562,0
-13,6,60,1.414213562,0
-14,6,61,1,0
-14,6,60,1,0
-14,6,61,0,0
-14,6,61,1,0
-14,7,61,1.414213562,0
-14,6,60,1.414213562,0
-15,6,61,4,0
-11,6,61,2,0
-13,6,61,1,0
-14,6,61,1,0
-13,6,61,0,0
-13,6,61,2.236067977,0
-15,7,61,4.123105626,0
-11,6,61,2,0
-13,6,61,1,0
-14,6,61,1,0
-13,6,61,1,0
-14,6,61,0,0
-14,6,61,1.414213562,0
-13,6,60,1.414213562,0
-14,6,61,1,0
-13,6,61,1,0
-14,6,61,0,0
-14,6,61,0,0
-14,6,61,1.414213562,0
-13,5,61,1,0
-13,6,61,1,0
-14,6,61,0,0
-14,6,61,1,0
