eda,label
4,0
0,0
0.841379,0
1.188698,0
1.626745,0
2.104522,0
2.592643,0
3.084624,0
3.606135,0
4.10105,0
4.597548,0
5.056547,0
5.080271,0
5.086674,0
5.093077,0
5.091796,0
5.089235,0
5.086674,0
5.095638,0
5.085393,0
5.089235,0
5.0982,0
5.103322,0
5.103322,0
5.09948,0
5.09948,0
5.100761,0
5.105884,0
5.105884,0
5.095638,0
5.080271,0
5.067464,0
5.072587,0
5.0585,0
5.043132,0
5.035449,0
5.021361,0
5.009836,0
4.989346,0
4.975258,0
4.968855,0
4.972697,0
4.97782,0
4.997029,0
5.040571,0
5.087955,0
5.131496,0
5.173757,0
5.258279,0
5.241631,0
5.264683,0
5.282611,0
5.292857,0
5.283892,0
5.276208,0
5.263402,0
5.245473,0
5.228825,0
5.214738,0
5.21858,0
5.226264,0
5.237789,0
5.244192,0
5.255718,0
5.251876,0
5.251876,0
5.23907,0
5.237789,0
5.226264,0
5.224983,0
5.227544,0
5.222422,0
5.208334,0
5.190405,0
5.172477,0
5.166073,0
5.163512,0
5.144303,0
5.128935,0
5.116128,0
5.104603,0
5.0982,0
5.091796,0
5.081552,0
5.041852,0
5.031607,0
5.008555,0
4.997029,0
4.997029,0
5.022642,0
5.082832,0
5.177599,0
5.313347,0
5.493917,0
5.690759,0
5.826506,0
5.886696,0
5.943044,0
5.980734,0
5.993541,0
5.976892,0
5.948719,0
5.909019,0
5.885967,0
5.828339,0
5.766868,0
5.714362,0
5.675943,0
5.651611,0
5.617033,0
5.579895,0
5.553002,0
5.538915,0
5.515863,0
5.495373,0
5.477444,0
5.463357,0
5.451831,0
5.445428,0
5.435183,0
5.438473,0
5.420544,0
5.415421,0
5.405177,0
5.388528,0
5.385967,0
5.382125,0
5.374441,0
5.364196,0
5.362916,0
5.35139,0
5.356512,0
5.35139,0
5.353951,0
5.348828,0
5.35267,0
5.348828,0
5.35139,0
5.343706,0
5.338583,0
5.344986,0
5.337303,0
5.33218,0
5.327057,0
5.328338,0
5.323215,0
5.319374,0
5.310409,0
5.312971,0
5.305287,0
5.293761,0
5.296322,0
5.2912,0
5.289919,0
5.288639,0
5.288639,0
5.280955,0
5.288639,0
5.289919,0
5.297603,0
5.301445,0
5.304006,0
5.320654,0
5.315532,0
5.316813,0
5.314251,0
5.314251,0
5.309129,0
5.297603,0
5.293761,0
5.289919,0
5.297603,0
5.289919,0
5.295042,0
5.302725,0
5.31169,0
5.305287,0
5.307848,0
5.295042,0
5.295042,0
5.296322,0
5.293761,0
5.295042,0
5.306567,0
5.324496,0
5.336022,0
5.338583,0
5.344986,0
5.35267,0
5.347548,0
5.337303,0
5.323215,0
5.316813,0
5.312971,0
5.301445,0
5.2912,0
5.280955,0
5.278393,0
5.268148,0
5.256622,0
5.254061,0
5.254061,0
5.255342,0
5.25278,0
5.25278,0
5.245097,0
5.246377,0
5.25278,0
5.127278,0
5.284797,0
5.406457,1
5.426947,1
5.437192,1
5.438473,1
5.462805,1
5.530679,1
5.694601,1
5.716371,1
5.852119,1
5.948166,1
6.069098,1
6.084466,1
6.157462,1
6.258633,1
6.478902,1
6.500248,1
6.417007,1
6.317117,1
6.228754,1
6.146792,1
6.087883,1
6.046903,1
6.017448,1
5.995677,1
5.963662,1
6.0405,1
6.108374,1
6.104532,1
5.925242,1
5.889809,1
5.828339,1
5.752781,1
5.695152,1
5.620875,1
5.572211,1
5.625998,1
5.619595,1
5.597824,1
5.85139,1
5.926948,1
5.924387,1
5.889809,1
5.901335,1
5.901335,1
5.884686,1
5.87188,1
5.85011,1
5.838583,1
5.815532,1
