1551115113.000000, IBI
15.156944,0.906291
15.922604,0.765660
16.735141,0.812537
17.578930,0.843789
18.485221,0.906291
19.360261,0.875040
20.204050,0.843789
21.063464,0.859414
21.954130,0.890666
22.844796,0.890666
23.735461,0.890666
24.673004,0.937543
25.548044,0.875040
26.376207,0.828163
27.298125,0.921917
28.188790,0.890666
29.095082,0.906291
29.970122,0.875040
30.845162,0.875040
31.642073,0.796911
32.470236,0.828163
33.298399,0.828163
34.048434,0.750034
34.845345,0.796911
35.657882,0.812537
36.517297,0.859414
37.392337,0.875040
38.189248,0.796911
39.048662,0.859414
39.923702,0.875040
40.861245,0.937543
41.783163,0.921917
42.658203,0.875040
43.580120,0.921917
44.517663,0.937543
45.439580,0.921917
46.330246,0.890666
47.236537,0.906291
48.158454,0.921917
49.111623,0.953169
49.955412,0.843789
50.846077,0.890666
51.689866,0.843789
52.533655,0.843789
53.377443,0.843789
54.268109,0.890666
55.018143,0.750034
55.815055,0.796911
56.643218,0.828163
57.440129,0.796911
58.315169,0.875040
59.158958,0.843789
67.065570,0.906291
67.893733,0.828163
68.815650,0.921917
69.659439,0.843789
70.534479,0.875040
71.487647,0.953169
72.300184,0.812537
73.253353,0.953169
74.065890,0.812537
74.972182,0.906291
75.722216,0.750034
76.503502,0.781286
77.316039,0.812537
78.128576,0.812537
78.941113,0.812537
79.800528,0.859414
80.753696,0.953169
81.706865,0.953169
82.628782,0.921917
83.519448,0.890666
84.394488,0.875040
85.316405,0.921917
86.269574,0.953169
87.097737,0.828163
88.035280,0.937543
89.004074,0.968794
89.894740,0.890666
90.754154,0.859414
91.613569,0.859414
92.379229,0.765660
93.160514,0.781286
93.910549,0.750034
94.723086,0.812537
95.566875,0.843789
96.473166,0.906291
97.441960,0.968794
98.332626,0.890666
99.160789,0.828163
100.067080,0.906291
100.942121,0.875040
101.848412,0.906291
102.770329,0.921917
103.676621,0.906291
104.614164,0.937543
105.520455,0.906291
106.411121,0.890666
107.270535,0.859414
108.176827,0.906291
109.067492,0.890666
109.989410,0.921917
110.833198,0.843789
111.723864,0.890666
112.614530,0.890666
113.536447,0.921917
114.458364,0.921917
115.380281,0.921917
116.302199,0.921917
117.224116,0.921917
118.146033,0.921917
119.083576,0.937543
119.958616,0.875040
120.849282,0.890666
121.771199,0.921917
122.661865,0.890666
123.490028,0.828163
124.396319,0.906291
125.302611,0.906291
126.130774,0.828163
