1551116053.000000, IBI
16.000732,0.875040
16.907024,0.906291
17.828941,0.921917
18.766484,0.937543
19.641524,0.875040
20.563441,0.921917
21.500984,0.937543
22.438527,0.937543
23.360444,0.921917
24.297987,0.937543
25.141776,0.843789
26.032442,0.890666
26.938733,0.906291
27.845025,0.906291
28.751316,0.906291
29.548228,0.796911
30.392016,0.843789
31.282682,0.890666
32.220225,0.937543
33.142142,0.921917
34.048434,0.906291
34.985976,0.937543
35.923519,0.937543
36.861062,0.937543
37.751728,0.890666
38.611142,0.859414
39.517434,0.906291
40.423725,0.906291
41.283140,0.859414
42.111303,0.828163
